term	category	first_tier	first_source
sticker	CONDITION	1a	1a:primock57
throat infection	CONDITION	1a	1a:primock57
pollen allergy	CONDITION	1a	1a:primock57
hay fever	CONDITION	1a	1a:primock57
staring	CONDITION	1a	1a:primock57
difficulties swallowing	CONDITION	1a	1a:primock57
heart disease	CONDITION	1a	1a:primock57
tingling	CONDITION	1a	1a:primock57
migraine type headaches	CONDITION	1a	1a:primock57
feel anxious	CONDITION	1a	1a:primock57
depression	CONDITION	1a	1a:primock57
anaphylactic reaction	CONDITION	1a	1a:primock57
peanut allergy	CONDITION	1a	1a:primock57
brown	CONDITION	1a	1a:primock57
kid	CONDITION	1a	1a:primock57
blood spots	CONDITION	1a	1a:primock57
dengue	CONDITION	1a	1a:primock57
virus	CONDITION	1a	1a:primock57
ben	CONDITION	1a	1a:primock57
overactive thyroid	CONDITION	1a	1a:primock57
acid reflux	CONDITION	1a	1a:primock57
depressed	CONDITION	1a	1a:primock57
anaemia	CONDITION	1a	1a:primock57
asthmatic	CONDITION	1a	1a:primock57
premature ovarian failure	CONDITION	1a	1a:primock57
middle ear	CONDITION	1a	1a:primock57
premature	CONDITION	1a	1a:primock57
cross	CONDITION	1a	1a:primock57
hyperthyroidism	CONDITION	1a	1a:primock57
hypothyroidism	CONDITION	1a	1a:primock57
collecting	CONDITION	1a	1a:primock57
enlarged tonsils	CONDITION	1a	1a:primock57
ms multiple sclerosis	CONDITION	1a	1a:primock57
hypertension	CONDITION	1a	1a:primock57
autoimmune	CONDITION	1a	1a:primock57
sclerosis	CONDITION	1a	1a:primock57
forget	CONDITION	1a	1a:primock57
shock	CONDITION	1a	1a:primock57
edwards	CONDITION	1a	1a:primock57
appetite loss	CONDITION	1a	1a:primock57
stalked	CONDITION	1a	1a:primock57
marijuana	CONDITION	1a	1a:primock57
colds	CONDITION	1a	1a:primock57
abdomen	CONDITION	1a	1a:primock57
kidney stones	CONDITION	1a	1a:primock57
hyperthyroid	CONDITION	1a	1a:primock57
tumour	CONDITION	1a	1a:primock57
march	CONDITION	1a	1a:primock57
hypochondria	CONDITION	1a	1a:primock57
sinus congestion	CONDITION	1a	1a:primock57
tuberculosis	CONDITION	1a	1a:primock57
drug allergies	CONDITION	1a	1a:primock57
hypothyroid	CONDITION	1a	1a:primock57
low mood	CONDITION	1a	1a:primock57
suicidal	CONDITION	1a	1a:primock57
suicide	CONDITION	1a	1a:primock57
hyper	CONDITION	1a	1a:primock57
milk protein allergy	CONDITION	1a	1a:primock57
high blood sugar	CONDITION	1a	1a:primock57
side effects	CONDITION	1a	1a:primock57
mood change	CONDITION	1a	1a:primock57
spotting	CONDITION	1a	1a:primock57
amoxicillin allergy	CONDITION	1a	1a:primock57
bend	CONDITION	1a	1a:primock57
panic attack	CONDITION	1a	1a:primock57
suffered	CONDITION	1a	1a:primock57
tension	CONDITION	1a	1a:primock57
irregular heart beat	CONDITION	1a	1a:primock57
blood in stool	CONDITION	1a	1a:primock57
breast cancer	CONDITION	1a	1a:primock57
recurrence	CONDITION	1a	1a:primock57
infectious gastroenteritis	CONDITION	1a	1a:primock57
lyme disease	CONDITION	1a	1a:primock57
liver	CONDITION	1a	1a:primock57
ups	CONDITION	1a	1a:primock57
flashing lights	CONDITION	1a	1a:primock57
nose bleeds	CONDITION	1a	1a:primock57
settles	CONDITION	1a	1a:primock57
legs swelling	CONDITION	1a	1a:primock57
indigestion acid	CONDITION	1a	1a:primock57
reflux	CONDITION	1a	1a:primock57
sweet	CONDITION	1a	1a:primock57
abs	CONDITION	1a	1a:primock57
congestive heart failure	CONDITION	1b	1b:figshare-osce
environmental allergies	CONDITION	1b	1b:figshare-osce
recreational drug use	CONDITION	1b	1b:figshare-osce
chronic conditions	CONDITION	1b	1b:figshare-osce
chronic condition	CONDITION	1b	1b:figshare-osce
sinusitis	CONDITION	1b	1b:figshare-osce
ulcers	CONDITION	1b	1b:figshare-osce
gallstones	CONDITION	1b	1b:figshare-osce
crohns disease	CONDITION	1b	1b:figshare-osce
ulcerative	CONDITION	1b	1b:figshare-osce
colitis	CONDITION	1b	1b:figshare-osce
appendicitis	CONDITION	1b	1b:figshare-osce
congenital diseases	CONDITION	1b	1b:figshare-osce
genetic diseases	CONDITION	1b	1b:figshare-osce
celiac disease	CONDITION	1b	1b:figshare-osce
bowel diseases	CONDITION	1b	1b:figshare-osce
complications	CONDITION	1b	1b:figshare-osce
verbal abuse	CONDITION	1b	1b:figshare-osce
common cold	CONDITION	1b	1b:figshare-osce
diabetes type 2	CONDITION	1b	1b:figshare-osce
contraction	CONDITION	1b	1b:figshare-osce
appendix	CONDITION	1b	1b:figshare-osce
urinary tract infections	CONDITION	1b	1b:figshare-osce
overactive bladder	CONDITION	1b	1b:figshare-osce
bladder infections	CONDITION	1b	1b:figshare-osce
vagina	CONDITION	1b	1b:figshare-osce
sti	CONDITION	1b	1b:figshare-osce
muscle weakness	CONDITION	1b	1b:figshare-osce
prostate cancer	CONDITION	1b	1b:figshare-osce
incontinence	CONDITION	1b	1b:figshare-osce
dysfunction	CONDITION	1b	1b:figshare-osce
hemorrhoids	CONDITION	1b	1b:figshare-osce
hit	CONDITION	1b	1b:figshare-osce
ankylosing spondylitis	CONDITION	1b	1b:figshare-osce
psoriatic arthritis	CONDITION	1b	1b:figshare-osce
reactive arthritis	CONDITION	1b	1b:figshare-osce
psoriasis	CONDITION	1b	1b:figshare-osce
arthritis	CONDITION	1b	1b:figshare-osce
stis	CONDITION	1b	1b:figshare-osce
men	CONDITION	1b	1b:figshare-osce
esr	CONDITION	1b	1b:figshare-osce
lateral epicondylitis	CONDITION	1b	1b:figshare-osce
tennis elbow	CONDITION	1b	1b:figshare-osce
memory loss	CONDITION	1b	1b:figshare-osce
stool incontinence	CONDITION	1b	1b:figshare-osce
radiculopathy	CONDITION	1b	1b:figshare-osce
atrophy	CONDITION	1b	1b:figshare-osce
autoimmune diseases	CONDITION	1b	1b:figshare-osce
muscle atrophy	CONDITION	1b	1b:figshare-osce
epicondylitis	CONDITION	1b	1b:figshare-osce
tendinopathy	CONDITION	1b	1b:figshare-osce
sexually transmitted infection	CONDITION	1b	1b:figshare-osce
posterior	CONDITION	1b	1b:figshare-osce
effusions	CONDITION	1b	1b:figshare-osce
mcl	CONDITION	1b	1b:figshare-osce
deep vein thrombosis	CONDITION	1b	1b:figshare-osce
miscarriage	CONDITION	1b	1b:figshare-osce
thrombosis	CONDITION	1b	1b:figshare-osce
blood clot	CONDITION	1b	1b:figshare-osce
scratches	CONDITION	1b	1b:figshare-osce
rotator cuff impingement syndrome	CONDITION	1b	1b:figshare-osce
subacromial impingement syndrome	CONDITION	1b	1b:figshare-osce
soft tissue swelling	CONDITION	1b	1b:figshare-osce
rotator cuff tear	CONDITION	1b	1b:figshare-osce
overuse injury	CONDITION	1b	1b:figshare-osce
curb	CONDITION	1b	1b:figshare-osce
urinary incontinence	CONDITION	1b	1b:figshare-osce
paresthesia	CONDITION	1b	1b:figshare-osce
car	CONDITION	1b	1b:figshare-osce
peripheral neuropathy	CONDITION	1b	1b:figshare-osce
vitamin deficiencies	CONDITION	1b	1b:figshare-osce
underlying infection	CONDITION	1b	1b:figshare-osce
osteomyelitis	CONDITION	1b	1b:figshare-osce
scarring	CONDITION	1b	1b:figshare-osce
grip	CONDITION	1b	1b:figshare-osce
pseudogout	CONDITION	1b	1b:figshare-osce
anterior	CONDITION	1b	1b:figshare-osce
developmental dysplasia of hip	CONDITION	1b	1b:figshare-osce
transient synovitis	CONDITION	1b	1b:figshare-osce
carpal tunnel	CONDITION	1b	1b:figshare-osce
atrophied	CONDITION	1b	1b:figshare-osce
syndrome	CONDITION	1b	1b:figshare-osce
doors	CONDITION	1b	1b:figshare-osce
lung diseases	CONDITION	1b	1b:figshare-osce
uterine cancer	CONDITION	1b	1b:figshare-osce
autoimmune condition	CONDITION	1b	1b:figshare-osce
degenerate	CONDITION	1b	1b:figshare-osce
patellofemoral syndrome	CONDITION	1b	1b:figshare-osce
bends	CONDITION	1b	1b:figshare-osce
hashimoto	CONDITION	1b	1b:figshare-osce
bullying	CONDITION	1b	1b:figshare-osce
acute repetitive seizure	CONDITION	1b	1b:figshare-osce
cauda equina syndrome	CONDITION	1b	1b:figshare-osce
slipped disc	CONDITION	1b	1b:figshare-osce
abscesses	CONDITION	1b	1b:figshare-osce
patellar bursitis	CONDITION	1b	1b:figshare-osce
septic bursitis	CONDITION	1b	1b:figshare-osce
knee bursitis	CONDITION	1b	1b:figshare-osce
interactions	CONDITION	1b	1b:figshare-osce
violence	CONDITION	1b	1b:figshare-osce
pre diabetes	CONDITION	1b	1b:figshare-osce
skin cancer	CONDITION	1b	1b:figshare-osce
patellar tendonitis	CONDITION	1b	1b:figshare-osce
unresponsive	CONDITION	1b	1b:figshare-osce
slipped capital femoral epiphysis	CONDITION	1b	1b:figshare-osce
endometrial cancer	CONDITION	1b	1b:figshare-osce
uterus	CONDITION	1b	1b:figshare-osce
flexor tenosynovitis	CONDITION	1b	1b:figshare-osce
trigger finger	CONDITION	1b	1b:figshare-osce
tenosynovitis	CONDITION	1b	1b:figshare-osce
ovarian cancer	CONDITION	1b	1b:figshare-osce
dress	CONDITION	1b	1b:figshare-osce
gout flare	CONDITION	1b	1b:figshare-osce
podagra	CONDITION	1b	1b:figshare-osce
benign bone tumour	CONDITION	1b	1b:figshare-osce
bone tumours	CONDITION	1b	1b:figshare-osce
bone tumour	CONDITION	1b	1b:figshare-osce
melanoma	CONDITION	1b	1b:figshare-osce
tumours	CONDITION	1b	1b:figshare-osce
osteoma	CONDITION	1b	1b:figshare-osce
transmitted	CONDITION	1b	1b:figshare-osce
hepatitis	CONDITION	1b	1b:figshare-osce
gum infection	CONDITION	1b	1b:figshare-osce
allergy medication	CONDITION	1b	1b:figshare-osce
seasonal allergies	CONDITION	1b	1b:figshare-osce
adhesive capsulitis	CONDITION	1b	1b:figshare-osce
frozen shoulder	CONDITION	1b	1b:figshare-osce
de quervains tenosynovitis	CONDITION	1b	1b:figshare-osce
cancer ovarian	CONDITION	1b	1b:figshare-osce
childhood asthma	CONDITION	1b	1b:figshare-osce
muscle wasting	CONDITION	1b	1b:figshare-osce
erythema	CONDITION	1b	1b:figshare-osce
fibroids	CONDITION	1b	1b:figshare-osce
dvts	CONDITION	1b	1b:figshare-osce
bronchiolitis	CONDITION	1b	1b:figshare-osce
febrile seizure	CONDITION	1b	1b:figshare-osce
strep throat	CONDITION	1b	1b:figshare-osce
pancreatic cancer	CONDITION	1b	1b:figshare-osce
kissing disease	CONDITION	1b	1b:figshare-osce
strep	CONDITION	1b	1b:figshare-osce
mono	CONDITION	1b	1b:figshare-osce
bladder cancer	CONDITION	1b	1b:figshare-osce
bronchitis	CONDITION	1b	1b:figshare-osce
dry eyes	CONDITION	1b	1b:figshare-osce
ham	CONDITION	1b	1b:figshare-osce
bleeding disorders	CONDITION	1b	1b:figshare-osce
heavy periods	CONDITION	1b	1b:figshare-osce
disorders	CONDITION	1b	1b:figshare-osce
prostate	CONDITION	1b	1b:figshare-osce
high triglycerides	CONDITION	1b	1b:figshare-osce
pulmonary fibrosis	CONDITION	1b	1b:figshare-osce
cystic fibrosis	CONDITION	1b	1b:figshare-osce
consolidation	CONDITION	1b	1b:figshare-osce
deficiency	CONDITION	1b	1b:figshare-osce
fibrosis	CONDITION	1b	1b:figshare-osce
chf	CONDITION	1b	1b:figshare-osce
obstructive pulmonary disease	CONDITION	1b	1b:figshare-osce
allergic rhinitis	CONDITION	1b	1b:figshare-osce
leg swelling	CONDITION	1b	1b:figshare-osce
atypical pneumonia	CONDITION	1b	1b:figshare-osce
autoimmune process	CONDITION	1b	1b:figshare-osce
shingles	CONDITION	1b	1b:figshare-osce
swollen glands	CONDITION	1b	1b:figshare-osce
coronavirus	CONDITION	1b	1b:figshare-osce
covid19	CONDITION	1b	1b:figshare-osce
adenovirus	CONDITION	1b	1b:figshare-osce
brain fog	CONDITION	1b	1b:figshare-osce
clap	CONDITION	1b	1b:figshare-osce
zoster	CONDITION	1b	1b:figshare-osce
heavy menstrual periods	CONDITION	1b	1b:figshare-osce
ecstasy	CONDITION	1b	1b:figshare-osce
pne	CONDITION	1b	1b:figshare-osce
interrupting sleep	CONDITION	1b	1b:figshare-osce
sad	CONDITION	1b	1b:figshare-osce
sexually transmitted infections	CONDITION	1b	1b:figshare-osce
hives	CONDITION	1b	1b:figshare-osce
familial hypercholesterolemia	CONDITION	1b	1b:figshare-osce
malignancy	CONDITION	1b	1b:figshare-osce
jet	CONDITION	1b	1b:figshare-osce
nose sore	CONDITION	1b	1b:figshare-osce
allergies medications	CONDITION	1b	1b:figshare-osce
chronic diseases	CONDITION	1b	1b:figshare-osce
arts	CONDITION	1b	1b:figshare-osce
symptoms cold	CONDITION	1b	1b:figshare-osce
degenerating	CONDITION	1b	1b:figshare-osce
connective tissue disorders	CONDITION	1b	1b:figshare-osce
lost appetite	CONDITION	1b	1b:figshare-osce
resolution	CONDITION	1b	1b:figshare-osce
imm	CONDITION	1b	1b:figshare-osce
bacterial pneumonia	CONDITION	1b	1b:figshare-osce
sip	CONDITION	1b	1b:figshare-osce
other viral infection	CONDITION	1b	1b:figshare-osce
lack of appetite	CONDITION	1b	1b:figshare-osce
measles, three day	CONDITION	1b	1b:figshare-osce
congestion	CONDITION	1b	1b:figshare-osce
semi	CONDITION	1b	1b:figshare-osce
blood pressure high	CONDITION	1b	1b:figshare-osce
liver cancer	CONDITION	1b	1b:figshare-osce
congenital conditions	CONDITION	1b	1b:figshare-osce
conjunctivitis	CONDITION	1b	1b:figshare-osce
pink eye	CONDITION	1b	1b:figshare-osce
genetic condition	CONDITION	1b	1b:figshare-osce
little	CONDITION	1b	1b:figshare-osce
parainfluenza	CONDITION	1b	1b:figshare-osce
violent	CONDITION	1b	1b:figshare-osce
croup	CONDITION	1b	1b:figshare-osce
other cancer	CONDITION	1b	1b:figshare-osce
pneumococcal infections	CONDITION	1b	1b:figshare-osce
seborrheic keratosis	CONDITION	1b	1b:figshare-osce
pulmonary disorder	CONDITION	1b	1b:figshare-osce
heart diseases	CONDITION	1b	1b:figshare-osce
mac	CONDITION	1b	1b:figshare-osce
lung infection	CONDITION	1b	1b:figshare-osce
mood changes	CONDITION	1b	1b:figshare-osce
asthma attacks	CONDITION	1b	1b:figshare-osce
meds	CONDITION	1b	1b:figshare-osce
card	CONDITION	1b	1b:figshare-osce
respiratory infections	CONDITION	1b	1b:figshare-osce
allergies penicillin	CONDITION	1b	1b:figshare-osce
tension headaches	CONDITION	1b	1b:figshare-osce
impacted	CONDITION	1b	1b:figshare-osce
sulfa allergy	CONDITION	1b	1b:figshare-osce
aids	CONDITION	1b	1b:figshare-osce
colorectal cancer	CONDITION	1b	1b:figshare-osce
other viral infections	CONDITION	1b	1b:figshare-osce
sore throat constant	CONDITION	1b	1b:figshare-osce
lymph nodes	CONDITION	1b	1b:figshare-osce
respiratory infection	CONDITION	1b	1b:figshare-osce
sinus infection	CONDITION	1b	1b:figshare-osce
congestions	CONDITION	1b	1b:figshare-osce
polymyalgia rheumatica	CONDITION	1b	1b:figshare-osce
migraine headaches	CONDITION	1b	1b:figshare-osce
community acquired pneumonia	CONDITION	1b	1b:figshare-osce
walking pneumonia	CONDITION	1b	1b:figshare-osce
bacterial sinusitis	CONDITION	1b	1b:figshare-osce
dyslipidemia	CONDITION	1b	1b:figshare-osce
tmj	CONDITION	1b	1b:figshare-osce
pneumothorax	CONDITION	1b	1b:figshare-osce
ocs	CONDITION	1b	1b:figshare-osce
fatty liver	CONDITION	1b	1b:figshare-osce
runting	CONDITION	1b	1b:figshare-osce
copd longstanding	CONDITION	1b	1b:figshare-osce
developmental disorders	CONDITION	1b	1b:figshare-osce
middle ear effusion	CONDITION	1b	1b:figshare-osce
ear infections	CONDITION	1b	1b:figshare-osce
celiac	CONDITION	1b	1b:figshare-osce
laryngitis	CONDITION	1b	1b:figshare-osce
residual	CONDITION	1b	1b:figshare-osce
viral pneumonia	CONDITION	1b	1b:figshare-osce
liver disease	CONDITION	1b	1b:figshare-osce
gerd	CONDITION	1b	1b:figshare-osce
ankle swelling	CONDITION	1b	1b:figshare-osce
cough headache	CONDITION	1b	1b:figshare-osce
musc	CONDITION	1b	1b:figshare-osce
spleen	CONDITION	1b	1b:figshare-osce
bleeding disorder	CONDITION	1b	1b:figshare-osce
clotting disorder	CONDITION	1b	1b:figshare-osce
pericarditis	CONDITION	1b	1b:figshare-osce
infection viral	CONDITION	1b	1b:figshare-osce
rust	CONDITION	1b	1b:figshare-osce
prolapse	CONDITION	1b	1b:figshare-osce
acute bronchitis	CONDITION	1b	1b:figshare-osce
allergy medications	CONDITION	1b	1b:figshare-osce
rhinitis	CONDITION	1b	1b:figshare-osce
antitussive	CONDITION	1b	1b:figshare-osce
pot	CONDITION	1b	1b:figshare-osce
gbs	CONDITION	1b	1b:figshare-osce
acute otitis media	CONDITION	1b	1b:figshare-osce
ear infection	CONDITION	1b	1b:figshare-osce
lung cancers	CONDITION	1b	1b:figshare-osce
rhinosinusitis	CONDITION	1b	1b:figshare-osce
minor	CONDITION	1b	1b:figshare-osce
watery eyes	CONDITION	1b	1b:figshare-osce
allergic to cats	CONDITION	1b	1b:figshare-osce
ger	CONDITION	1b	1b:figshare-osce
utis	CONDITION	1b	1b:figshare-osce
cervical cancer	CONDITION	1b	1b:figshare-osce
arthritis osteoarthritis	CONDITION	1b	1b:figshare-osce
aspiration pneumonia	CONDITION	1b	1b:figshare-osce
allergic reactions	CONDITION	1b	1b:figshare-osce
dis	CONDITION	1b	1b:figshare-osce
autism	CONDITION	1b	1b:figshare-osce
respiratory distress syndrome	CONDITION	1b	1b:figshare-osce
fed	CONDITION	1b	1b:figshare-osce
throat swelling	CONDITION	1b	1b:figshare-osce
tonsillitis	CONDITION	1b	1b:figshare-osce
anaphylaxis	CONDITION	1b	1b:figshare-osce
pharyngitis	CONDITION	1b	1b:figshare-osce
prediabetes	CONDITION	1b	1b:figshare-osce
aortic stenosis	CONDITION	1b	1b:figshare-osce
schizophrenia	CONDITION	1b	1b:figshare-osce
fibromyalgia	CONDITION	1b	1b:figshare-osce
psych	CONDITION	1b	1b:figshare-osce
redness of skin	CONDITION	1b	1b:figshare-osce
clotting disorders	CONDITION	1b	1b:figshare-osce
emotional abuse	CONDITION	1b	1b:figshare-osce
measles	CONDITION	1b	1b:figshare-osce
lymph node enlargement	CONDITION	1b	1b:figshare-osce
chest colds	CONDITION	1b	1b:figshare-osce
bph	CONDITION	1b	1b:figshare-osce
acute rhinosinusitis	CONDITION	1b	1b:figshare-osce
chronic congestion	CONDITION	1b	1b:figshare-osce
chronic sinusitis	CONDITION	1b	1b:figshare-osce
clad, obstructive	CONDITION	1b	1b:figshare-osce
environmental allergy	CONDITION	1b	1b:figshare-osce
leukaemia	CONDITION	1b	1b:figshare-osce
clotting	CONDITION	1b	1b:figshare-osce
caps	CONDITION	1b	1b:figshare-osce
sinus infections	CONDITION	1b	1b:figshare-osce
abnormal bleeding	CONDITION	1b	1b:figshare-osce
hypersensitivity pneumonitis	CONDITION	1b	1b:figshare-osce
parrot	CONDITION	1b	1b:figshare-osce
eating disorders	CONDITION	1b	1b:figshare-osce
suffocating	CONDITION	1b	1b:figshare-osce
hypertrophic cardiomyopathy	CONDITION	1b	1b:figshare-osce
fungal infections	CONDITION	1b	1b:figshare-osce
pathology	CONDITION	1b	1b:figshare-osce
shocked	CONDITION	1b	1b:figshare-osce
lung disease	CONDITION	1b	1b:figshare-osce
allergy to sulfa drugs	CONDITION	1b	1b:figshare-osce
forgetting	CONDITION	1b	1b:figshare-osce
erythema nodosum	CONDITION	1b	1b:figshare-osce
immune disease	CONDITION	1b	1b:figshare-osce
blood loss	CONDITION	1b	1b:figshare-osce
bullied	CONDITION	1b	1b:figshare-osce
covid 19	CONDITION	1b	1b:figshare-osce
flu symptoms	CONDITION	1b	1b:figshare-osce
seizure disorder	CONDITION	1b	1b:figshare-osce
epilepsy	CONDITION	1b	1b:figshare-osce
stress headache	CONDITION	1b	1b:figshare-osce
pjs	CONDITION	1b	1b:figshare-osce
west	CONDITION	1b	1b:figshare-osce
anxiety attacks	CONDITION	1b	1b:figshare-osce
anxiety attack	CONDITION	1b	1b:figshare-osce
arrhythmias	CONDITION	1b	1b:figshare-osce
pre diabetic	CONDITION	1b	1b:figshare-osce
seasonal flu	CONDITION	1b	1b:figshare-osce
cas	CONDITION	1b	1b:figshare-osce
transmission	CONDITION	1b	1b:figshare-osce
beard	CONDITION	1c	1c:nazmulkazi
adds	CONDITION	1c	1c:nazmulkazi
dig	CONDITION	1c	1c:nazmulkazi
psychological	CONDITION	1c	1c:nazmulkazi
david	CONDITION	1c	1c:nazmulkazi
illicit drug use	CONDITION	1c	1c:nazmulkazi
fear of germs	CONDITION	1c	1c:nazmulkazi
compulsions	CONDITION	1c	1c:nazmulkazi
rituals	CONDITION	1c	1c:nazmulkazi
abuse	CONDITION	1c	1c:nazmulkazi
chiggers	CONDITION	1c	1c:nazmulkazi
thoughts of self-harm	CONDITION	1c	1c:nazmulkazi
episode of depression	CONDITION	1c	1c:nazmulkazi
depressive symptoms	CONDITION	1c	1c:nazmulkazi
arrested	CONDITION	1c	1c:nazmulkazi
flashes	CONDITION	1c	1c:nazmulkazi
ocd	CONDITION	1c	1c:nazmulkazi
defect	CONDITION	1c	1c:nazmulkazi
saturday night palsy	CONDITION	1c	1c:nazmulkazi
traumatic stress disorder	CONDITION	1c	1c:nazmulkazi
nightmares	CONDITION	1c	1c:nazmulkazi
separation	CONDITION	1c	1c:nazmulkazi
ptsd	CONDITION	1c	1c:nazmulkazi
hyperactivity	CONDITION	1c	1c:nazmulkazi
regressing	CONDITION	1c	1c:nazmulkazi
pedophilia	CONDITION	1c	1c:nazmulkazi
forgets	CONDITION	1c	1c:nazmulkazi
adhd	CONDITION	1c	1c:nazmulkazi
cord	CONDITION	1c	1c:nazmulkazi
ass	CONDITION	1c	1c:nazmulkazi
