term	category	first_tier	first_source
v e	LAB_RESULT	2b	2b:yt_med
positive rpr	LAB_RESULT	2b	2b:yt_med
heart block	LAB_RESULT	2b	2b:yt_med
motility	LAB_RESULT	2b	2b:yt_med
hemoglobin c crystals	LAB_RESULT	2b	2b:yt_med
not expressed	LAB_RESULT	2b	2b:yt_med
pancreatic enzymes	LAB_RESULT	2b	2b:yt_med
gastrin levels	LAB_RESULT	2b	2b:yt_med
progesterone levels	LAB_RESULT	2b	2b:yt_med
genomic testing	LAB_RESULT	2b	2b:yt_med
blood glucose level	LAB_RESULT	2b	2b:yt_med
blood glucose levels	LAB_RESULT	2b	2b:yt_med
poor quality ecg	LAB_RESULT	2b	2b:yt_med
psa level two to ten	LAB_RESULT	2b	2b:yt_med
plasma glucose	LAB_RESULT	2a	2a:yt_med_seg
blood compatible	LAB_RESULT	2a	2a:yt_med_seg
traditional angiogram	LAB_RESULT	2a	2a:yt_med_seg
ventricular fibrillation	LAB_RESULT	2a	2a:yt_med_seg
gross pathology	LAB_RESULT	2a	2a:yt_med_seg
ventricular arrhythmia	LAB_RESULT	2a	2a:yt_med_seg
mutated	LAB_RESULT	2a	2a:yt_med_seg
liver enzymes	LAB_RESULT	2a	2a:yt_med_seg
laboratory results	LAB_RESULT	2a	2a:yt_med_seg
mra	LAB_RESULT	2a	2a:yt_med_seg
cortisol levels	LAB_RESULT	2a	2a:yt_med_seg
therapeutic range	LAB_RESULT	2a	2a:yt_med_seg
drug levels	LAB_RESULT	2a	2a:yt_med_seg
left ventricular pressure	LAB_RESULT	2a	2a:yt_med_seg
cmv negative	LAB_RESULT	2a	2a:yt_med_seg
cmv positive	LAB_RESULT	2a	2a:yt_med_seg
pco2	LAB_RESULT	2a	2a:yt_med_seg
bacterial growth	LAB_RESULT	2a	2a:yt_med_seg
low platelets	LAB_RESULT	2a	2a:yt_med_seg
salinity	LAB_RESULT	2a	2a:yt_med_seg
triple positive	LAB_RESULT	2a	2a:yt_med_seg
blood groups	LAB_RESULT	2a	2a:yt_med_seg
temporal resolution	LAB_RESULT	2a	2a:yt_med_seg
genetic profile	LAB_RESULT	2a	2a:yt_med_seg
stone composition	LAB_RESULT	2a	2a:yt_med_seg
hemoglobin levels	LAB_RESULT	2a	2a:yt_med_seg
skin response	LAB_RESULT	2a	2a:yt_med_seg
minimum inhibitory concentration	LAB_RESULT	2a	2a:yt_med_seg
antimicrobial activity	LAB_RESULT	2a	2a:yt_med_seg
segmental pressure	LAB_RESULT	2a	2a:yt_med_seg
minimum volume	LAB_RESULT	2a	2a:yt_med_seg
albumin level	LAB_RESULT	2a	2a:yt_med_seg
virus particle	LAB_RESULT	2a	2a:yt_med_seg
fgfr alteration	LAB_RESULT	2a	2a:yt_med_seg
blood concentration	LAB_RESULT	2a	2a:yt_med_seg
genomic profile	LAB_RESULT	2a	2a:yt_med_seg
not mutated	LAB_RESULT	2a	2a:yt_med_seg
iron utilization	LAB_RESULT	2a	2a:yt_med_seg
blood test results	LAB_RESULT	2a	2a:yt_med_seg
human cell	LAB_RESULT	2a	2a:yt_med_seg
total capacity	LAB_RESULT	2a	2a:yt_med_seg
group ax	LAB_RESULT	2a	2a:yt_med_seg
ddimer level	LAB_RESULT	2a	2a:yt_med_seg
hiv positivity	LAB_RESULT	2a	2a:yt_med_seg
genomic test	LAB_RESULT	2a	2a:yt_med_seg
low platelet	LAB_RESULT	2a	2a:yt_med_seg
spinal fluid pressure	LAB_RESULT	2a	2a:yt_med_seg
motor unit potentials	LAB_RESULT	2a	2a:yt_med_seg
wild type	LAB_RESULT	2a	2a:yt_med_seg
red cell mass	LAB_RESULT	2a	2a:yt_med_seg
mss	LAB_RESULT	2a	2a:yt_med_seg
ova and parasites	LAB_RESULT	2a	2a:yt_med_seg
hepatitis b positive	LAB_RESULT	2a	2a:yt_med_seg
hi positive	LAB_RESULT	2a	2a:yt_med_seg
fructosamine	LAB_RESULT	2a	2a:yt_med_seg
effective refractory period	LAB_RESULT	2a	2a:yt_med_seg
lab findings	LAB_RESULT	2a	2a:yt_med_seg
platelet aggregation	LAB_RESULT	2a	2a:yt_med_seg
hemoglobin level	LAB_RESULT	2a	2a:yt_med_seg
lead levels	LAB_RESULT	2a	2a:yt_med_seg
rvc	LAB_RESULT	2a	2a:yt_med_seg
culture negative	LAB_RESULT	2a	2a:yt_med_seg
positive blood culture	LAB_RESULT	2a	2a:yt_med_seg
raised ck	LAB_RESULT	2a	2a:yt_med_seg
ten to fifty	LAB_RESULT	2a	2a:yt_med_seg
intensity change	LAB_RESULT	2a	2a:yt_med_seg
not ordered	LAB_RESULT	2a	2a:yt_med_seg
dna fingerprint	LAB_RESULT	2a	2a:yt_med_seg
diagnostic test result	LAB_RESULT	2a	2a:yt_med_seg
pdl1 negative	LAB_RESULT	2a	2a:yt_med_seg
sscp	LAB_RESULT	2a	2a:yt_med_seg
albumin levels	LAB_RESULT	2a	2a:yt_med_seg
rhesus blood group	LAB_RESULT	2a	2a:yt_med_seg
blood viscosity	LAB_RESULT	2a	2a:yt_med_seg
blood hormone levels	LAB_RESULT	2a	2a:yt_med_seg
positive hiv	LAB_RESULT	2a	2a:yt_med_seg
segmental blood pressure	LAB_RESULT	2a	2a:yt_med_seg
test results	LAB_RESULT	2a	2a:yt_med_seg
hemoglobin variants	LAB_RESULT	2a	2a:yt_med_seg
growth hormone levels	LAB_RESULT	2a	2a:yt_med_seg
counterclockwise card rotatn	LAB_RESULT	2a	2a:yt_med_seg
magnetic resonance angiogram	LAB_RESULT	2a	2a:yt_med_seg
myocardial metabolism	LAB_RESULT	2a	2a:yt_med_seg
serum glucose level	LAB_RESULT	2a	2a:yt_med_seg
er positive	LAB_RESULT	2a	2a:yt_med_seg
copy number gain	LAB_RESULT	2a	2a:yt_med_seg
progesterone level	LAB_RESULT	2a	2a:yt_med_seg
fsh levels	LAB_RESULT	2a	2a:yt_med_seg
fungus present	LAB_RESULT	2a	2a:yt_med_seg
total ige	LAB_RESULT	2a	2a:yt_med_seg
total iron binding capacity	LAB_RESULT	2a	2a:yt_med_seg
tibc	LAB_RESULT	2a	2a:yt_med_seg
copper levels	LAB_RESULT	2a	2a:yt_med_seg
negative progesterone receptor	LAB_RESULT	2a	2a:yt_med_seg
egfr positive	LAB_RESULT	2a	2a:yt_med_seg
trace element level	LAB_RESULT	2a	2a:yt_med_seg
female sex hormone	LAB_RESULT	2a	2a:yt_med_seg
no parasites found	LAB_RESULT	2a	2a:yt_med_seg
triglyceride level	LAB_RESULT	2a	2a:yt_med_seg
hypovolemic	LAB_RESULT	2a	2a:yt_med_seg
non motile	LAB_RESULT	2a	2a:yt_med_seg
antibody profile	LAB_RESULT	2a	2a:yt_med_seg
fasting blood glucose	LAB_RESULT	2a	2a:yt_med_seg
rlv	LAB_RESULT	2a	2a:yt_med_seg
drug level	LAB_RESULT	2a	2a:yt_med_seg
venous flow	LAB_RESULT	2a	2a:yt_med_seg
cardiac axis	LAB_RESULT	2a	2a:yt_med_seg
rh blood group	LAB_RESULT	2a	2a:yt_med_seg
h antigen type	LAB_RESULT	2a	2a:yt_med_seg
antibody negative	LAB_RESULT	2a	2a:yt_med_seg
rh positive	LAB_RESULT	2a	2a:yt_med_seg
karyotype	LAB_RESULT	2a	2a:yt_med_seg
antigen level	LAB_RESULT	2a	2a:yt_med_seg
screen positive	LAB_RESULT	2a	2a:yt_med_seg
cng	LAB_RESULT	2a	2a:yt_med_seg
iron kinetics nos	LAB_RESULT	2a	2a:yt_med_seg
presence of cells	LAB_RESULT	2a	2a:yt_med_seg
genetic finding	LAB_RESULT	2a	2a:yt_med_seg
lead level	LAB_RESULT	2a	2a:yt_med_seg
wedge pressure	LAB_RESULT	2a	2a:yt_med_seg
plateau pressure	LAB_RESULT	2a	2a:yt_med_seg
idh wild type	LAB_RESULT	2a	2a:yt_med_seg
cdkn2a loss	LAB_RESULT	2a	2a:yt_med_seg
cd4 positive	LAB_RESULT	2a	2a:yt_med_seg
cd8 positive	LAB_RESULT	2a	2a:yt_med_seg
karyotyping	LAB_RESULT	2a	2a:yt_med_seg
moire patterns	LAB_RESULT	2a	2a:yt_med_seg
albumin concentration	LAB_RESULT	2a	2a:yt_med_seg
pleural pressure	LAB_RESULT	2a	2a:yt_med_seg
nidus	LAB_RESULT	2a	2a:yt_med_seg
genomic profiling	LAB_RESULT	2a	2a:yt_med_seg
pefr - expected	LAB_RESULT	2a	2a:yt_med_seg
fusion positive	LAB_RESULT	2a	2a:yt_med_seg
mutations detected	LAB_RESULT	2a	2a:yt_med_seg
ntrk3 fusion	LAB_RESULT	2a	2a:yt_med_seg
genotype profiles	LAB_RESULT	2a	2a:yt_med_seg
wildtype	LAB_RESULT	2a	2a:yt_med_seg
positive pregnancy test	LAB_RESULT	2a	2a:yt_med_seg
abnormal lab test	LAB_RESULT	2a	2a:yt_med_seg
fvc	LAB_RESULT	2a	2a:yt_med_seg
minimal effective dose	LAB_RESULT	2a	2a:yt_med_seg
pfr - before bronchodilation	LAB_RESULT	2a	2a:yt_med_seg
genetic profiles	LAB_RESULT	2a	2a:yt_med_seg
middle ear function	LAB_RESULT	2a	2a:yt_med_seg
renal plasma flow	LAB_RESULT	2a	2a:yt_med_seg
estrogen receptor negative	LAB_RESULT	2a	2a:yt_med_seg
beta hcg	LAB_RESULT	2a	2a:yt_med_seg
r haplotype	LAB_RESULT	2a	2a:yt_med_seg
serum cholesterol	LAB_RESULT	2a	2a:yt_med_seg
antibody titers	LAB_RESULT	2a	2a:yt_med_seg
antibodies identified	LAB_RESULT	2a	2a:yt_med_seg
drugs identify	LAB_RESULT	2a	2a:yt_med_seg
viremia	LAB_RESULT	2a	2a:yt_med_seg
karyotypes	LAB_RESULT	2a	2a:yt_med_seg
pmmr	LAB_RESULT	2a	2a:yt_med_seg
her2 positive	LAB_RESULT	2a	2a:yt_med_seg
r1 haplotype	LAB_RESULT	2a	2a:yt_med_seg
r2 haplotype	LAB_RESULT	2a	2a:yt_med_seg
hormone receptor positive	LAB_RESULT	2a	2a:yt_med_seg
peak flow rate	LAB_RESULT	2a	2a:yt_med_seg
genetic observations	LAB_RESULT	2a	2a:yt_med_seg
her-2 positive	LAB_RESULT	2a	2a:yt_med_seg
hgb	LAB_RESULT	3a	3a:syn_dict
igm positive	LAB_RESULT	3a	3a:syn_dict
positive ana	LAB_RESULT	3a	3a:syn_dict
positive fecal occult blood test	LAB_RESULT	3a	3a:syn_dict
laboratory abnormalities	LAB_RESULT	3a	3a:syn_dict
rv mass	LAB_RESULT	3a	3a:syn_dict
lbbb	LAB_RESULT	3a	3a:syn_dict
positive ppd	LAB_RESULT	3a	3a:syn_dict
immune to hepatitis b	LAB_RESULT	3a	3a:syn_dict
liquefaction	LAB_RESULT	3a	3a:syn_dict
eustachian tube function	LAB_RESULT	3a	3a:syn_dict
elevated ldh	LAB_RESULT	3a	3a:syn_dict
schistocytes	LAB_RESULT	3a	3a:syn_dict
reticulocyte count	LAB_RESULT	3a	3a:syn_dict
negative ana	LAB_RESULT	3a	3a:syn_dict
positive serology	LAB_RESULT	3a	3a:syn_dict
supratherapeutic inr	LAB_RESULT	3a	3a:syn_dict
skin test results	LAB_RESULT	3a	3a:syn_dict
negative to date	LAB_RESULT	3a	3a:syn_dict
adenovirus positive	LAB_RESULT	3a	3a:syn_dict
total bilirubin	LAB_RESULT	3a	3a:syn_dict
lachman's test	LAB_RESULT	3a	3a:syn_dict
schistocytosis	LAB_RESULT	3a	3a:syn_dict
seronegative	LAB_RESULT	3a	3a:syn_dict
antibody positive	LAB_RESULT	3a	3a:syn_dict
positive mantoux test	LAB_RESULT	3a	3a:syn_dict
csf results	LAB_RESULT	3a	3a:syn_dict
positive coombs test	LAB_RESULT	3a	3a:syn_dict
screen negative	LAB_RESULT	3a	3a:syn_dict
serology positive	LAB_RESULT	3a	3a:syn_dict
pcr negative	LAB_RESULT	3a	3a:syn_dict
oxalate crystals	LAB_RESULT	3a	3a:syn_dict
anion gap	LAB_RESULT	3a	3a:syn_dict
serum calcitonin	LAB_RESULT	3a	3a:syn_dict
urine catecholamines	LAB_RESULT	3a	3a:syn_dict
anca negative	LAB_RESULT	3a	3a:syn_dict
bacterial culture negative	LAB_RESULT	3a	3a:syn_dict
negative pregnancy test	LAB_RESULT	3a	3a:syn_dict
urine microalbumin	LAB_RESULT	3a	3a:syn_dict
bicytopenia	LAB_RESULT	3a	3a:syn_dict
positive serologies	LAB_RESULT	3a	3a:syn_dict
antibodies negative	LAB_RESULT	3a	3a:syn_dict
bone marrow results	LAB_RESULT	3a	3a:syn_dict
positive tuberculin skin test	LAB_RESULT	3a	3a:syn_dict
blood cultures negative	LAB_RESULT	3a	3a:syn_dict
urine mercury	LAB_RESULT	3a	3a:syn_dict
ferritin levels	LAB_RESULT	3a	3a:syn_dict
positive mantoux	LAB_RESULT	3a	3a:syn_dict
urinalysis results	LAB_RESULT	3a	3a:syn_dict
positive guaiac	LAB_RESULT	3a	3a:syn_dict
mpo positive	LAB_RESULT	3a	3a:syn_dict
blood cultures positive	LAB_RESULT	3a	3a:syn_dict
rpr nonreactive	LAB_RESULT	3a	3a:syn_dict
water deprivation test	LAB_RESULT	3a	3a:syn_dict
catecholamine levels	LAB_RESULT	3a	3a:syn_dict
immunoglobulin levels	LAB_RESULT	3a	3a:syn_dict
serum iron level	LAB_RESULT	3a	3a:syn_dict
pregnancy test was negative	LAB_RESULT	3a	3a:syn_dict
imaging interpretation	LAB_RESULT	3a	3a:syn_dict
estrogen receptor positive	LAB_RESULT	3a	3a:syn_dict
liver enzyme levels	LAB_RESULT	3a	3a:syn_dict
hcv antibody positive	LAB_RESULT	3a	3a:syn_dict
rsv positive	LAB_RESULT	3a	3a:syn_dict
coombs negative	LAB_RESULT	3a	3a:syn_dict
pcr positive	LAB_RESULT	3a	3a:syn_dict
phenobarbital level	LAB_RESULT	3a	3a:syn_dict
afb smear negative	LAB_RESULT	3a	3a:syn_dict
laboratory finding	LAB_RESULT	3a	3a:syn_dict
left ventricular wall motion	LAB_RESULT	3a	3a:syn_dict
arterial oxygen saturation	LAB_RESULT	3a	3a:syn_dict
hiv antibody negative	LAB_RESULT	3a	3a:syn_dict
igg positive	LAB_RESULT	3a	3a:syn_dict
csf lymphocytosis	LAB_RESULT	3a	3a:syn_dict
cd7 negative	LAB_RESULT	3a	3a:syn_dict
positive tuberculin	LAB_RESULT	3a	3a:syn_dict
low complement	LAB_RESULT	3a	3a:syn_dict
valproate level	LAB_RESULT	3a	3a:syn_dict
sitting blood pressure	LAB_RESULT	3a	3a:syn_dict
phenylalanine level	LAB_RESULT	3a	3a:syn_dict
csf vdrl negative	LAB_RESULT	3a	3a:syn_dict
electrocardiogram finding	LAB_RESULT	3a	3a:syn_dict
antibodies positive	LAB_RESULT	3a	3a:syn_dict
homans' sign negative	LAB_RESULT	3a	3a:syn_dict
platelet count 50000	LAB_RESULT	3a	3a:syn_dict
urine culture negative	LAB_RESULT	3a	3a:syn_dict
negative rheumatoid factor	LAB_RESULT	3a	3a:syn_dict
sputum culture positive for pseudomonas	LAB_RESULT	3a	3a:syn_dict
urine copper	LAB_RESULT	3a	3a:syn_dict
ldh elevated	LAB_RESULT	3a	3a:syn_dict
positive fta	LAB_RESULT	3a	3a:syn_dict
serology negative	LAB_RESULT	3a	3a:syn_dict
plasmacytoid lymphocytes	LAB_RESULT	3a	3a:syn_dict
free androgen index	LAB_RESULT	3a	3a:syn_dict
therapeutic drug level	LAB_RESULT	3a	3a:syn_dict
hepatitis c positive	LAB_RESULT	3a	3a:syn_dict
negative blood culture	LAB_RESULT	3a	3a:syn_dict
culture result	LAB_RESULT	3a	3a:syn_dict
ultrasound finding	LAB_RESULT	3a	3a:syn_dict
joint fluid culture	LAB_RESULT	3a	3a:syn_dict
peripheral blood eosinophilia	LAB_RESULT	3a	3a:syn_dict
ammonia levels	LAB_RESULT	3a	3a:syn_dict
blood culture for staphylococcus aureus	LAB_RESULT	3a	3a:syn_dict
urine drug screen positive	LAB_RESULT	3a	3a:syn_dict
afb smear positive	LAB_RESULT	3a	3a:syn_dict
carboxyhemoglobin levels	LAB_RESULT	3a	3a:syn_dict
deteriorating renal function	LAB_RESULT	3a	3a:syn_dict
carboxyhemoglobin level	LAB_RESULT	3a	3a:syn_dict
blood culture serratia	LAB_RESULT	3a	3a:syn_dict
pathologic result	LAB_RESULT	3a	3a:syn_dict
red cells in urine	LAB_RESULT	3a	3a:syn_dict
vestibular evoked myogenic potentials	LAB_RESULT	3a	3a:syn_dict
relative lymphocytosis	LAB_RESULT	3a	3a:syn_dict
cerebrospinal fluid lymphocytosis	LAB_RESULT	3a	3a:syn_dict
negative hiv test	LAB_RESULT	3a	3a:syn_dict
preliminary positive	LAB_RESULT	3a	3a:syn_dict
helicobacter pylori negative	LAB_RESULT	3a	3a:syn_dict
cd10 positive	LAB_RESULT	3a	3a:syn_dict
cd34 positive	LAB_RESULT	3a	3a:syn_dict
lv wall motion	LAB_RESULT	3a	3a:syn_dict
clear amniotic fluid	LAB_RESULT	3a	3a:syn_dict
hbsag positive	LAB_RESULT	3a	3a:syn_dict
hbsag negative	LAB_RESULT	3a	3a:syn_dict
mixed flora	LAB_RESULT	3a	3a:syn_dict
serum osmolality	LAB_RESULT	3a	3a:syn_dict
phosphate crystals	LAB_RESULT	3a	3a:syn_dict
positive urine drug screen	LAB_RESULT	3a	3a:syn_dict
aldosterone levels	LAB_RESULT	3a	3a:syn_dict
monoclonal spike	LAB_RESULT	3a	3a:syn_dict
toxoplasma serology negative	LAB_RESULT	3a	3a:syn_dict
vdrl negative	LAB_RESULT	3a	3a:syn_dict
lithium level therapeutic	LAB_RESULT	3a	3a:syn_dict
rv wall motion	LAB_RESULT	3a	3a:syn_dict
carbamazepine level therapeutic	LAB_RESULT	3a	3a:syn_dict
urine drug screen negative	LAB_RESULT	3a	3a:syn_dict
positive for aspergillus fumigatus	LAB_RESULT	3a	3a:syn_dict
hbv negative	LAB_RESULT	3a	3a:syn_dict
monoclonal band	LAB_RESULT	3a	3a:syn_dict
anca positive	LAB_RESULT	3a	3a:syn_dict
rpr negative	LAB_RESULT	3a	3a:syn_dict
pas positive	LAB_RESULT	3a	3a:syn_dict
negative hbsag	LAB_RESULT	3a	3a:syn_dict
afb positive	LAB_RESULT	3a	3a:syn_dict
dematiaceous mold	LAB_RESULT	3a	3a:syn_dict
cd20 positive	LAB_RESULT	3a	3a:syn_dict
cd3 negative	LAB_RESULT	3a	3a:syn_dict
positive vdrl	LAB_RESULT	3a	3a:syn_dict
blood culture positive	LAB_RESULT	3a	3a:syn_dict
sedimentation rate greater than 100	LAB_RESULT	3a	3a:syn_dict
urine metanephrin	LAB_RESULT	3a	3a:syn_dict
mantoux positive	LAB_RESULT	3a	3a:syn_dict
surgical margins free of tumor	LAB_RESULT	3a	3a:syn_dict
increased fibrinogen	LAB_RESULT	3a	3a:syn_dict
hbs positive	LAB_RESULT	3a	3a:syn_dict
cryptococcal antigen positive	LAB_RESULT	3a	3a:syn_dict
platelets low	LAB_RESULT	3a	3a:syn_dict
direct coombs test negative	LAB_RESULT	3a	3a:syn_dict
western blot positive	LAB_RESULT	3a	3a:syn_dict
igm and igg positive	LAB_RESULT	3a	3a:syn_dict
fibrinogen elevated	LAB_RESULT	3a	3a:syn_dict
antimicrosomal antibodies	LAB_RESULT	3a	3a:syn_dict
ah interval	LAB_RESULT	3a	3a:syn_dict
av slow nodal pathway	LAB_RESULT	3a	3a:syn_dict
oligoclonal bands present	LAB_RESULT	3a	3a:syn_dict
pr negative	LAB_RESULT	3a	3a:syn_dict
right ventricular filling	LAB_RESULT	3a	3a:syn_dict
red cell casts	LAB_RESULT	3a	3a:syn_dict
treponemal antibody positive	LAB_RESULT	3a	3a:syn_dict
rpr reactive	LAB_RESULT	3a	3a:syn_dict
positive tourniquet test	LAB_RESULT	3a	3a:syn_dict
physiological dead space	LAB_RESULT	3a	3a:syn_dict
ocbs	LAB_RESULT	3a	3a:syn_dict
pap results	LAB_RESULT	3a	3a:syn_dict
urine organic acids	LAB_RESULT	3a	3a:syn_dict
cd3 positive	LAB_RESULT	3a	3a:syn_dict
expected fvc	LAB_RESULT	3a	3a:syn_dict
hiv test negative	LAB_RESULT	3a	3a:syn_dict
stool culture positive	LAB_RESULT	3a	3a:syn_dict
cmv dnaemia	LAB_RESULT	3a	3a:syn_dict
ppd negative	LAB_RESULT	3a	3a:syn_dict
positive for cryptococcus neoformans	LAB_RESULT	3a	3a:syn_dict
hepatitis b surface antigen negative	LAB_RESULT	3a	3a:syn_dict
hepatitis b core antibody negative	LAB_RESULT	3a	3a:syn_dict
hepatitis c antibody negative	LAB_RESULT	3a	3a:syn_dict
bilirubin positive	LAB_RESULT	3a	3a:syn_dict
hbcab positive	LAB_RESULT	3a	3a:syn_dict
hbsab positive	LAB_RESULT	3a	3a:syn_dict
phenobarbital level therapeutic	LAB_RESULT	3a	3a:syn_dict
ebv negative	LAB_RESULT	3a	3a:syn_dict
saag	LAB_RESULT	3a	3a:syn_dict
amylase levels	LAB_RESULT	3a	3a:syn_dict
pas negative	LAB_RESULT	3a	3a:syn_dict
negative for tumor cells	LAB_RESULT	3a	3a:syn_dict
hcg positive	LAB_RESULT	3a	3a:syn_dict
rheumatoid factor negative	LAB_RESULT	3a	3a:syn_dict
drug screen negative	LAB_RESULT	3a	3a:syn_dict
stable hematocrit	LAB_RESULT	3a	3a:syn_dict
antibody test positive	LAB_RESULT	3a	3a:syn_dict
laboratory result	LAB_RESULT	3a	3a:syn_dict
guaiac positive	LAB_RESULT	3a	3a:syn_dict
chromosome microdeletion	LAB_RESULT	3a	3a:syn_dict
aortic valve function	LAB_RESULT	3a	3a:syn_dict
afb negative	LAB_RESULT	3a	3a:syn_dict
negative for residual tumor	LAB_RESULT	3a	3a:syn_dict
romberg test positive	LAB_RESULT	3a	3a:syn_dict
occult blood positive	LAB_RESULT	3a	3a:syn_dict
supraventricular arrhythmia	LAB_RESULT	3a	3a:syn_dict
rast positive	LAB_RESULT	3a	3a:syn_dict
p16 negative	LAB_RESULT	3a	3a:syn_dict
urine sodium	LAB_RESULT	3a	3a:syn_dict
rheumatoid factor positive	LAB_RESULT	3a	3a:syn_dict
positive drug screen	LAB_RESULT	3a	3a:syn_dict
therapeutic lithium level	LAB_RESULT	3a	3a:syn_dict
circulating tumor cells present	LAB_RESULT	3a	3a:syn_dict
segment deviation	LAB_RESULT	3a	3a:syn_dict
procedure results	LAB_RESULT	3a	3a:syn_dict
fungus identified	LAB_RESULT	3a	3a:syn_dict
coronary artery patent	LAB_RESULT	3a	3a:syn_dict
hormone receptor negative	LAB_RESULT	3a	3a:syn_dict
hbv dna detectable	LAB_RESULT	3a	3a:syn_dict
rbc normochromic normocytic	LAB_RESULT	3a	3a:syn_dict
hepatitis c antibody positive	LAB_RESULT	3a	3a:syn_dict
neutrophil oxidative burst	LAB_RESULT	3a	3a:syn_dict
hiv test positive	LAB_RESULT	3a	3a:syn_dict
positive benzodiazepine	LAB_RESULT	3a	3a:syn_dict
pr positive	LAB_RESULT	3a	3a:syn_dict
his-purkinje conduction	LAB_RESULT	3a	3a:syn_dict
positive stool culture	LAB_RESULT	3a	3a:syn_dict
pathology result	LAB_RESULT	3a	3a:syn_dict
hiv seropositive	LAB_RESULT	3a	3a:syn_dict
pregnancy test positive	LAB_RESULT	3a	3a:syn_dict
rast negative	LAB_RESULT	3a	3a:syn_dict
bicarbonate levels	LAB_RESULT	3a	3a:syn_dict
pdgfra positive	LAB_RESULT	3a	3a:syn_dict
anticardiolipin antibodies negative	LAB_RESULT	3a	3a:syn_dict
valproate level therapeutic	LAB_RESULT	3a	3a:syn_dict
spherocytosis	LAB_RESULT	3a	3a:syn_dict
gentamicin levels	LAB_RESULT	3a	3a:syn_dict
toxoplasma serology positive	LAB_RESULT	3a	3a:syn_dict
voltage ecg	LAB_RESULT	3a	3a:syn_dict
igm monoclonal gammopathy	LAB_RESULT	3a	3a:syn_dict
serum zinc level	LAB_RESULT	3a	3a:syn_dict
listening level	LAB_RESULT	3a	3a:syn_dict
msi stable	LAB_RESULT	3a	3a:syn_dict
negative for recurrent tumor	LAB_RESULT	3a	3a:syn_dict
r wave notched	LAB_RESULT	3a	3a:syn_dict
monospot positive	LAB_RESULT	3a	3a:syn_dict
cd1a positive	LAB_RESULT	3a	3a:syn_dict
chloride levels	LAB_RESULT	3a	3a:syn_dict
cardiac enzyme levels	LAB_RESULT	3a	3a:syn_dict
wedged hepatic venous pressure	LAB_RESULT	3a	3a:syn_dict
negative pregnancy tests	LAB_RESULT	3a	3a:syn_dict
antiphospholipid antibodies negative	LAB_RESULT	3a	3a:syn_dict
elevated lactate dehydrogenase	LAB_RESULT	3a	3a:syn_dict
