term	category	first_tier	first_source
bone	ANATOMY	1b	1b:figshare-osce
medial aspect of knee	ANATOMY	1b	1b:figshare-osce
lateral part of knee	ANATOMY	1b	1b:figshare-osce
collateral ligament	ANATOMY	1b	1b:figshare-osce
tibial tuberosity	ANATOMY	1b	1b:figshare-osce
hamstring muscles	ANATOMY	1b	1b:figshare-osce
fibular head	ANATOMY	1b	1b:figshare-osce
quadriceps	ANATOMY	1b	1b:figshare-osce
patella	ANATOMY	1b	1b:figshare-osce
thigh	ANATOMY	1b	1b:figshare-osce
tibia	ANATOMY	1b	1b:figshare-osce
pop	ANATOMY	1b	1b:figshare-osce
gastrocnemius	ANATOMY	1b	1b:figshare-osce
calf muscle	ANATOMY	1b	1b:figshare-osce
right calf	ANATOMY	1b	1b:figshare-osce
wrists	ANATOMY	1b	1b:figshare-osce
arc	ANATOMY	1b	1b:figshare-osce
back of hand	ANATOMY	1b	1b:figshare-osce
right wrist	ANATOMY	1b	1b:figshare-osce
thumb right	ANATOMY	1b	1b:figshare-osce
nerves	ANATOMY	1b	1b:figshare-osce
hearts	ANATOMY	1b	1b:figshare-osce
right index finger	ANATOMY	1b	1b:figshare-osce
acromion process	ANATOMY	1b	1b:figshare-osce
shoulder blades	ANATOMY	1b	1b:figshare-osce
middle finger	ANATOMY	1b	1b:figshare-osce
index finger	ANATOMY	1b	1b:figshare-osce
median nerve	ANATOMY	1b	1b:figshare-osce
ring finger	ANATOMY	1b	1b:figshare-osce
scapula	ANATOMY	1b	1b:figshare-osce
soft tissue	ANATOMY	1b	1b:figshare-osce
left knee	ANATOMY	1b	1b:figshare-osce
plantar	ANATOMY	1b	1b:figshare-osce
heart part	ANATOMY	1b	1b:figshare-osce
right shoulder	ANATOMY	1b	1b:figshare-osce
shoulder blade	ANATOMY	1b	1b:figshare-osce
upper arm	ANATOMY	1b	1b:figshare-osce
left arm or hand	ANATOMY	1b	1b:figshare-osce
extensors	ANATOMY	1b	1b:figshare-osce
flexor	ANATOMY	1b	1b:figshare-osce
knee caps	ANATOMY	1b	1b:figshare-osce
kneecap	ANATOMY	1b	1b:figshare-osce
shins	ANATOMY	1b	1b:figshare-osce
finger middle	ANATOMY	1b	1b:figshare-osce
big toe	ANATOMY	1b	1b:figshare-osce
nodules	ANATOMY	1b	1b:figshare-osce
cruciate ligament	ANATOMY	1b	1b:figshare-osce
knee right	ANATOMY	1b	1b:figshare-osce
tailbone	ANATOMY	1b	1b:figshare-osce
facets	ANATOMY	1b	1b:figshare-osce
both legs	ANATOMY	1b	1b:figshare-osce
tuberosity	ANATOMY	1b	1b:figshare-osce
knee bone	ANATOMY	1b	1b:figshare-osce
tibial	ANATOMY	1b	1b:figshare-osce
head of radius	ANATOMY	1b	1b:figshare-osce
forearm bone	ANATOMY	1b	1b:figshare-osce
radius	ANATOMY	1b	1b:figshare-osce
winging	ANATOMY	1b	1b:figshare-osce
right upper arm	ANATOMY	1b	1b:figshare-osce
biceps tendon	ANATOMY	1b	1b:figshare-osce
rotator cuff	ANATOMY	1b	1b:figshare-osce
upper arms	ANATOMY	1b	1b:figshare-osce
30s	ANATOMY	1b	1b:figshare-osce
sternocleidomastoid	ANATOMY	1b	1b:figshare-osce
front of neck	ANATOMY	1b	1b:figshare-osce
back of neck	ANATOMY	1b	1b:figshare-osce
trapezius muscle	ANATOMY	1b	1b:figshare-osce
deltoid muscles	ANATOMY	1b	1b:figshare-osce
spine cervical	ANATOMY	1b	1b:figshare-osce
upper back	ANATOMY	1b	1b:figshare-osce
trapezius	ANATOMY	1b	1b:figshare-osce
c spine	ANATOMY	1b	1b:figshare-osce
deltoid	ANATOMY	1b	1b:figshare-osce
chin	ANATOMY	1b	1b:figshare-osce
patellar tendon	ANATOMY	1b	1b:figshare-osce
heart right side	ANATOMY	1b	1b:figshare-osce
lower legs	ANATOMY	1b	1b:figshare-osce
epiphysis	ANATOMY	1b	1b:figshare-osce
left hip	ANATOMY	1b	1b:figshare-osce
femoral	ANATOMY	1b	1b:figshare-osce
anatomical snuffbox	ANATOMY	1b	1b:figshare-osce
distal radius	ANATOMY	1b	1b:figshare-osce
radial head	ANATOMY	1b	1b:figshare-osce
distal ulna	ANATOMY	1b	1b:figshare-osce
scaphoid	ANATOMY	1b	1b:figshare-osce
hand and wrist	ANATOMY	1b	1b:figshare-osce
digits	ANATOMY	1b	1b:figshare-osce
tendon	ANATOMY	1b	1b:figshare-osce
lateral ligaments	ANATOMY	1b	1b:figshare-osce
tibia and fibula	ANATOMY	1b	1b:figshare-osce
knee cap	ANATOMY	1b	1b:figshare-osce
trunk	ANATOMY	1b	1b:figshare-osce
heel	ANATOMY	1b	1b:figshare-osce
nail plates	ANATOMY	1b	1b:figshare-osce
shin	ANATOMY	1b	1b:figshare-osce
lateral side of foot	ANATOMY	1b	1b:figshare-osce
lateral malleolus	ANATOMY	1b	1b:figshare-osce
medial malleolus	ANATOMY	1b	1b:figshare-osce
ankle and foot	ANATOMY	1b	1b:figshare-osce
metatarsals	ANATOMY	1b	1b:figshare-osce
pedal	ANATOMY	1b	1b:figshare-osce
right big toe	ANATOMY	1b	1b:figshare-osce
shell	ANATOMY	1b	1b:figshare-osce
long bones	ANATOMY	1b	1b:figshare-osce
extremity	ANATOMY	1b	1b:figshare-osce
femur	ANATOMY	1b	1b:figshare-osce
lower extremities	ANATOMY	1b	1b:figshare-osce
shoulder bone	ANATOMY	1b	1b:figshare-osce
clavicle	ANATOMY	1b	1b:figshare-osce
cuff	ANATOMY	1b	1b:figshare-osce
thigh muscles	ANATOMY	1b	1b:figshare-osce
calf muscles	ANATOMY	1b	1b:figshare-osce
hamstrings	ANATOMY	1b	1b:figshare-osce
backs	ANATOMY	1b	1b:figshare-osce
left legs	ANATOMY	1b	1b:figshare-osce
vascular	ANATOMY	1b	1b:figshare-osce
limb	ANATOMY	1b	1b:figshare-osce
upper limbs	ANATOMY	1b	1b:figshare-osce
gallbladder	ANATOMY	1b	1b:figshare-osce
throats	ANATOMY	1b	1b:figshare-osce
rob	ANATOMY	1b	1b:figshare-osce
ovarian	ANATOMY	1b	1b:figshare-osce
20s	ANATOMY	1b	1b:figshare-osce
bronchioles	ANATOMY	1b	1b:figshare-osce
digital	ANATOMY	1b	1b:figshare-osce
right chest	ANATOMY	1b	1b:figshare-osce
stomachs	ANATOMY	1b	1b:figshare-osce
meniscus	ANATOMY	1b	1b:figshare-osce
right pl	ANATOMY	1b	1b:figshare-osce
inguinal	ANATOMY	1b	1b:figshare-osce
pno	ANATOMY	1b	1b:figshare-osce
neck region	ANATOMY	1b	1b:figshare-osce
entire neck	ANATOMY	1b	1b:figshare-osce
epiglottis	ANATOMY	1b	1b:figshare-osce
facial	ANATOMY	1b	1b:figshare-osce
hand left	ANATOMY	1b	1b:figshare-osce
jaws	ANATOMY	1b	1b:figshare-osce
right side of chest	ANATOMY	1b	1b:figshare-osce
sternum	ANATOMY	1b	1b:figshare-osce
back upper	ANATOMY	1b	1b:figshare-osce
taste buds	ANATOMY	1b	1b:figshare-osce
temples	ANATOMY	1b	1b:figshare-osce
tympanic membrane	ANATOMY	1b	1b:figshare-osce
both ears	ANATOMY	1b	1b:figshare-osce
pharynx	ANATOMY	1b	1b:figshare-osce
layers	ANATOMY	1b	1b:figshare-osce
upper left c	ANATOMY	1b	1b:figshare-osce
uterine	ANATOMY	1b	1b:figshare-osce
eyelid	ANATOMY	1b	1b:figshare-osce
chest wall	ANATOMY	1b	1b:figshare-osce
nasal cavity	ANATOMY	1b	1b:figshare-osce
tympanic membranes	ANATOMY	1b	1b:figshare-osce
lobe	ANATOMY	1b	1b:figshare-osce
vocal cord	ANATOMY	1b	1b:figshare-osce
sum	ANATOMY	1b	1b:figshare-osce
temple	ANATOMY	1b	1b:figshare-osce
heads	ANATOMY	1b	1b:figshare-osce
r fingers	ANATOMY	1b	1b:figshare-osce
nebulized	ANATOMY	1b	1b:figshare-osce
capsule	ANATOMY	1b	1b:figshare-osce
body part	ANATOMY	1b	1b:figshare-osce
prostates	ANATOMY	1b	1b:figshare-osce
point a	ANATOMY	1b	1b:figshare-osce
necks	ANATOMY	1b	1b:figshare-osce
upper respiratory tract	ANATOMY	1b	1b:figshare-osce
tracheal	ANATOMY	1b	1b:figshare-osce
armpit	ANATOMY	1b	1b:figshare-osce
heart lung	ANATOMY	1b	1b:figshare-osce
ppe	ANATOMY	1b	1b:figshare-osce
pole	ANATOMY	1b	1b:figshare-osce
ski	ANATOMY	1c	1c:nazmulkazi
paw	ANATOMY	1c	1c:nazmulkazi
downy hair	ANATOMY	1c	1c:nazmulkazi
adrenal	ANATOMY	1c	1c:nazmulkazi
pros	ANATOMY	1c	1c:nazmulkazi
site	ANATOMY	1c	1c:nazmulkazi
bill	ANATOMY	1c	1c:nazmulkazi
fingernail	ANATOMY	1c	1c:nazmulkazi
shells	ANATOMY	1c	1c:nazmulkazi
hand structure	ANATOMY	1c	1c:nazmulkazi
chest hair	ANATOMY	1c	1c:nazmulkazi
spur	ANATOMY	1c	1c:nazmulkazi
log	ANATOMY	1c	1c:nazmulkazi
external	ANATOMY	1c	1c:nazmulkazi
hand part	ANATOMY	1c	1c:nazmulkazi
dirt	ANATOMY	1c	1c:nazmulkazi
13b	ANATOMY	1c	1c:nazmulkazi
vertebra	ANATOMY	1c	1c:nazmulkazi
bra	ANATOMY	1c	1c:nazmulkazi
underarm	ANATOMY	1c	1c:nazmulkazi
column	ANATOMY	1c	1c:nazmulkazi
abdomen wall	ANATOMY	1c	1c:nazmulkazi
wings	ANATOMY	1c	1c:nazmulkazi
torso	ANATOMY	1c	1c:nazmulkazi
stem	ANATOMY	1c	1c:nazmulkazi
thyroid nodes	ANATOMY	1c	1c:nazmulkazi
gland	ANATOMY	1c	1c:nazmulkazi
cbt	ANATOMY	1c	1c:nazmulkazi
foreheads	ANATOMY	1c	1c:nazmulkazi
hocking	ANATOMY	1c	1c:nazmulkazi
cervical spine	ANATOMY	1c	1c:nazmulkazi
follicle	ANATOMY	1c	1c:nazmulkazi
paws	ANATOMY	1c	1c:nazmulkazi
bulb	ANATOMY	1c	1c:nazmulkazi
skulls	ANATOMY	1c	1c:nazmulkazi
point b	ANATOMY	1c	1c:nazmulkazi
tooth	ANATOMY	1c	1c:nazmulkazi
layer	ANATOMY	1c	1c:nazmulkazi
lipped	ANATOMY	1c	1c:nazmulkazi
dentes permanentes	ANATOMY	1c	1c:nazmulkazi
nose skin	ANATOMY	1c	1c:nazmulkazi
adenoid	ANATOMY	1c	1c:nazmulkazi
root	ANATOMY	1c	1c:nazmulkazi
back neck	ANATOMY	1c	1c:nazmulkazi
heart right	ANATOMY	1c	1c:nazmulkazi
border	ANATOMY	1c	1c:nazmulkazi
wing	ANATOMY	1c	1c:nazmulkazi
gill	ANATOMY	1c	1c:nazmulkazi
back of thigh	ANATOMY	1e_eka	1e:eka
ear bilateral	ANATOMY	1e_eka	1e:eka
oropharynx	ANATOMY	1e_eka	1e:eka
gastro	ANATOMY	1e_eka	1e:eka
distal humerus	ANATOMY	1e_eka	1e:eka
left lower limb	ANATOMY	1e_eka	1e:eka
abdomen and pelvis	ANATOMY	1e_eka	1e:eka
lower chest	ANATOMY	1e_eka	1e:eka
right ear lobe	ANATOMY	1e_eka	1e:eka
head of femur	ANATOMY	1e_eka	1e:eka
right little finger	ANATOMY	1e_eka	1e:eka
s1 level	ANATOMY	1e_eka	1e:eka
oral mucosa	ANATOMY	1e_eka	1e:eka
clavicular	ANATOMY	1e_eka	1e:eka
right lower limb	ANATOMY	1e_eka	1e:eka
hamstring	ANATOMY	1e_eka	1e:eka
right lower leg	ANATOMY	1e_eka	1e:eka
anal	ANATOMY	1e_eka	1e:eka
l2 vertebra	ANATOMY	1e_eka	1e:eka
distal end of radius	ANATOMY	1e_eka	1e:eka
peritoneal	ANATOMY	1e_eka	1e:eka
cortical	ANATOMY	1e_eka	1e:eka
scalp	ANATOMY	1e_eka	1e:eka
sacral region	ANATOMY	1e_eka	1e:eka
hemorrhoidal	ANATOMY	1e_eka	1e:eka
metatarsal	ANATOMY	1e_eka	1e:eka
aortic	ANATOMY	1e_eka	1e:eka
pnc	ANATOMY	1e_eka	1e:eka
pubic area	ANATOMY	1e_eka	1e:eka
popliteal	ANATOMY	1e_eka	1e:eka
upper airway	ANATOMY	1e_eka	1e:eka
canal	ANATOMY	1e_eka	1e:eka
great toe	ANATOMY	1e_eka	1e:eka
oral cavity	ANATOMY	1e_eka	1e:eka
right sole	ANATOMY	1e_eka	1e:eka
lad	ANATOMY	1e_eka	1e:eka
upper abdomen	ANATOMY	1e_eka	1e:eka
metatarsal region	ANATOMY	1e_eka	1e:eka
left auriculare	ANATOMY	1e_eka	1e:eka
intervertebral	ANATOMY	1e_eka	1e:eka
chamber	ANATOMY	1e_eka	1e:eka
first metacarpal	ANATOMY	1e_eka	1e:eka
vessel	ANATOMY	1e_eka	1e:eka
mdd	ANATOMY	1e_eka	1e:eka
pubic hair	ANATOMY	1e_eka	1e:eka
lumbar region	ANATOMY	1e_eka	1e:eka
pyloric	ANATOMY	1e_eka	1e:eka
perianal	ANATOMY	1e_eka	1e:eka
left great saphenous vein	ANATOMY	1e_eka	1e:eka
left humerus	ANATOMY	1e_eka	1e:eka
bilateral feet	ANATOMY	1e_eka	1e:eka
muscle of neck	ANATOMY	1e_eka	1e:eka
cervical	ANATOMY	1e_eka	1e:eka
pilonidal	ANATOMY	1e_eka	1e:eka
flap	ANATOMY	1e_eka	1e:eka
incisor	ANATOMY	1e_eka	1e:eka
mandibular	ANATOMY	1e_eka	1e:eka
inguinal regions	ANATOMY	1e_eka	1e:eka
lung parenchyma	ANATOMY	1e_eka	1e:eka
left tenth rib	ANATOMY	1e_eka	1e:eka
lumbar spine	ANATOMY	1e_eka	1e:eka
respiratory tract	ANATOMY	1e_eka	1e:eka
right lung	ANATOMY	1e_eka	1e:eka
left lung	ANATOMY	1e_eka	1e:eka
right ventricle	ANATOMY	1e_eka	1e:eka
aortic valve	ANATOMY	1e_eka	1e:eka
right atrium	ANATOMY	1e_eka	1e:eka
ulnar arteries	ANATOMY	1e_eka	1e:eka
radial veins	ANATOMY	1e_eka	1e:eka
basilic vein	ANATOMY	1e_eka	1e:eka
arterial	ANATOMY	1e_eka	1e:eka
vein	ANATOMY	1e_eka	1e:eka
right clavicle	ANATOMY	1e_eka	1e:eka
mediastinal	ANATOMY	1e_eka	1e:eka
left common carotid artery	ANATOMY	1e_eka	1e:eka
posterior lens	ANATOMY	1e_eka	1e:eka
parenchyma	ANATOMY	1e_eka	1e:eka
trigeminal ganglion	ANATOMY	1e_eka	1e:eka
mandibular ramus	ANATOMY	1e_eka	1e:eka
ophthalmic	ANATOMY	1e_eka	1e:eka
condyle	ANATOMY	1e_eka	1e:eka
cervical spinal cord	ANATOMY	1e_eka	1e:eka
sagittal	ANATOMY	1e_eka	1e:eka
intestines	ANATOMY	1e_eka	1e:eka
intestinal tract	ANATOMY	1e_eka	1e:eka
palatal	ANATOMY	1e_eka	1e:eka
renal fascia	ANATOMY	1e_eka	1e:eka
hepatic	ANATOMY	1e_eka	1e:eka
coronale	ANATOMY	1e_eka	1e:eka
subscapularis	ANATOMY	1e_eka	1e:eka
right upper quadrant	ANATOMY	1e_eka	1e:eka
artery	ANATOMY	1e_eka	1e:eka
flaps	ANATOMY	1e_eka	1e:eka
right subclavian	ANATOMY	1e_eka	1e:eka
toenail	ANATOMY	1e_eka	1e:eka
tibiofibular joint	ANATOMY	1e_eka	1e:eka
layering	ANATOMY	1e_eka	1e:eka
mesentery	ANATOMY	1e_eka	1e:eka
vessels	ANATOMY	1e_eka	1e:eka
posterior triangle of neck	ANATOMY	1e_eka	1e:eka
ventricular	ANATOMY	1e_eka	1e:eka
left ventricular outflow	ANATOMY	1e_eka	1e:eka
interventricular septum	ANATOMY	1e_eka	1e:eka
aortic wall	ANATOMY	1e_eka	1e:eka
left upper limb	ANATOMY	1e_eka	1e:eka
upper abdominal quadrant	ANATOMY	1e_eka	1e:eka
intestine	ANATOMY	1e_eka	1e:eka
gastric	ANATOMY	1e_eka	1e:eka
right lumbar region	ANATOMY	1e_eka	1e:eka
iliac fossa	ANATOMY	1e_eka	1e:eka
entire orbit	ANATOMY	1e_eka	1e:eka
mons pubis	ANATOMY	1e_eka	1e:eka
left ovary	ANATOMY	1e_eka	1e:eka
liver kidney	ANATOMY	1e_eka	1e:eka
organ	ANATOMY	1e_eka	1e:eka
left lower lobe	ANATOMY	1e_eka	1e:eka
right adrenal gland	ANATOMY	1e_eka	1e:eka
inferior vena cava	ANATOMY	1e_eka	1e:eka
distal ureter	ANATOMY	1e_eka	1e:eka
left lower lung field	ANATOMY	1e_eka	1e:eka
renal parenchyma	ANATOMY	1e_eka	1e:eka
left kidney	ANATOMY	1e_eka	1e:eka
nodule	ANATOMY	1e_eka	1e:eka
thoracic wall	ANATOMY	1e_eka	1e:eka
liver and kidney	ANATOMY	1e_eka	1e:eka
proximal tibia	ANATOMY	1e_eka	1e:eka
isthmus	ANATOMY	1e_eka	1e:eka
small bowel	ANATOMY	1e_eka	1e:eka
abdominopelvis	ANATOMY	1e_eka	1e:eka
distal tibia	ANATOMY	1e_eka	1e:eka
region of ureter	ANATOMY	1e_eka	1e:eka
pelvicalyceal system	ANATOMY	1e_eka	1e:eka
right parotid gland	ANATOMY	1e_eka	1e:eka
abdominal quadrants	ANATOMY	1e_eka	1e:eka
temporal artery	ANATOMY	1e_eka	1e:eka
lung lobe	ANATOMY	1e_eka	1e:eka
cranial	ANATOMY	1e_eka	1e:eka
carina	ANATOMY	1e_eka	1e:eka
caudal	ANATOMY	1e_eka	1e:eka
ear left	ANATOMY	1e_eka	1e:eka
lower jaw	ANATOMY	1e_eka	1e:eka
osseous	ANATOMY	1e_eka	1e:eka
gastric antrum	ANATOMY	1e_eka	1e:eka
node	ANATOMY	1e_eka	1e:eka
vertebral bodies	ANATOMY	1e_eka	1e:eka
vertebral level	ANATOMY	1e_eka	1e:eka
distal femur	ANATOMY	1e_eka	1e:eka
pulmonary valve	ANATOMY	1e_eka	1e:eka
valves	ANATOMY	1e_eka	1e:eka
latissimus dorsi	ANATOMY	1e_eka	1e:eka
tel	ANATOMY	1e_eka	1e:eka
right popliteal artery	ANATOMY	1e_eka	1e:eka
ear nose throat	ANATOMY	1e_eka	1e:eka
internal jugular vein	ANATOMY	1e_eka	1e:eka
innominate vein	ANATOMY	1e_eka	1e:eka
subclavian vein	ANATOMY	1e_eka	1e:eka
right sinus of valsalva	ANATOMY	1e_eka	1e:eka
right coronary artery	ANATOMY	1e_eka	1e:eka
left coronary artery	ANATOMY	1e_eka	1e:eka
maxillary	ANATOMY	1e_eka	1e:eka
third portion of duodenum	ANATOMY	1e_eka	1e:eka
right forearm	ANATOMY	1e_eka	1e:eka
pulmonary veins	ANATOMY	1e_eka	1e:eka
collecting ducts	ANATOMY	1e_eka	1e:eka
right hemithorax	ANATOMY	1e_eka	1e:eka
renal arteries	ANATOMY	1e_eka	1e:eka
first metatarsal	ANATOMY	1e_eka	1e:eka
1-2	ANATOMY	1e_eka	1e:eka
base of skull	ANATOMY	1e_eka	1e:eka
sphenoid	ANATOMY	1e_eka	1e:eka
ethmoid	ANATOMY	1e_eka	1e:eka
septum	ANATOMY	1e_eka	1e:eka
left upper lobe	ANATOMY	1e_eka	1e:eka
lobes	ANATOMY	1e_eka	1e:eka
posterior teeth	ANATOMY	1e_eka	1e:eka
mitral valve	ANATOMY	1e_eka	1e:eka
right thigh	ANATOMY	1e_eka	1e:eka
atrium	ANATOMY	1e_eka	1e:eka
tail	ANATOMY	1e_eka	1e:eka
right jaw	ANATOMY	1e_eka	1e:eka
first sacral vertebra	ANATOMY	1e_eka	1e:eka
ureteral	ANATOMY	1e_eka	1e:eka
incisor tooth	ANATOMY	1e_eka	1e:eka
right femoral vein	ANATOMY	1e_eka	1e:eka
left forearm	ANATOMY	1e_eka	1e:eka
abdominal wall	ANATOMY	1e_eka	1e:eka
nape	ANATOMY	1e_eka	1e:eka
left tibia	ANATOMY	1e_eka	1e:eka
renal pelvis and ureter	ANATOMY	1e_eka	1e:eka
right kidney	ANATOMY	1e_eka	1e:eka
left thigh	ANATOMY	1e_eka	1e:eka
hilum	ANATOMY	1e_eka	1e:eka
left subclavian vein	ANATOMY	1e_eka	1e:eka
anatomic landmarks	ANATOMY	1e_eka	1e:eka
gastric corpus	ANATOMY	1e_eka	1e:eka
gastric fold	ANATOMY	1e_eka	1e:eka
fundus	ANATOMY	1e_eka	1e:eka
neck vessels	ANATOMY	1e_eka	1e:eka
right lower quadrant	ANATOMY	1e_eka	1e:eka
left lower quadrant	ANATOMY	1e_eka	1e:eka
right lung base	ANATOMY	1e_eka	1e:eka
proximal left circumflex artery	ANATOMY	1e_eka	1e:eka
coronary artery	ANATOMY	1e_eka	1e:eka
right axillary region	ANATOMY	1e_eka	1e:eka
axillary	ANATOMY	1e_eka	1e:eka
right side of abdomen	ANATOMY	1e_eka	1e:eka
left midclavicular line	ANATOMY	1e_eka	1e:eka
lower jaw region	ANATOMY	1e_eka	1e:eka
humerus diaphysis	ANATOMY	1e_eka	1e:eka
pectoralis major	ANATOMY	1e_eka	1e:eka
distal phalanx	ANATOMY	1e_eka	1e:eka
digit 4	ANATOMY	1e_eka	1e:eka
digit	ANATOMY	1e_eka	1e:eka
right upper limb	ANATOMY	1e_eka	1e:eka
right temporal lobe	ANATOMY	1e_eka	1e:eka
left temporal lobe	ANATOMY	1e_eka	1e:eka
coronary artery left	ANATOMY	1e_eka	1e:eka
