term	category	first_tier	first_source
tina	DRUG	1a	1a:primock57
migraine relief	DRUG	1a	1a:primock57
carbonated	DRUG	1a	1a:primock57
coke	DRUG	1a	1a:primock57
cancell	DRUG	1a	1a:primock57
expecta	DRUG	1a	1a:primock57
ventolin	DRUG	1a	1a:primock57
other drugs	DRUG	1a	1a:primock57
mebeverine	DRUG	1a	1a:primock57
chocolate	DRUG	1a	1a:primock57
daytime	DRUG	1a	1a:primock57
cope	DRUG	1a	1a:primock57
amoxycillin	DRUG	1a	1a:primock57
oral rehydration salts	DRUG	1a	1a:primock57
sugar	DRUG	1a	1a:primock57
ors	DRUG	1a	1a:primock57
continuin	DRUG	1a	1a:primock57
cough syrup	DRUG	1a	1a:primock57
cherry	DRUG	1a	1a:primock57
lemsip	DRUG	1a	1a:primock57
lemon	DRUG	1a	1a:primock57
pollen	DRUG	1a	1a:primock57
testate	DRUG	1a	1a:primock57
acetaminophen	DRUG	1a	1a:primock57
ice therapy	DRUG	1a	1a:primock57
aleve	DRUG	1a	1a:primock57
xanax	DRUG	1a	1a:primock57
ice	DRUG	1a	1a:primock57
morphines	DRUG	1a	1a:primock57
hextend	DRUG	1a	1a:primock57
cannabis	DRUG	1b	1b:figshare-osce
crystal	DRUG	1b	1b:figshare-osce
opioids	DRUG	1b	1b:figshare-osce
meth	DRUG	1b	1b:figshare-osce
multi vitamin	DRUG	1b	1b:figshare-osce
rosuvastatin	DRUG	1b	1b:figshare-osce
bus	DRUG	1b	1b:figshare-osce
simvastatin	DRUG	1b	1b:figshare-osce
ramipril	DRUG	1b	1b:figshare-osce
animals	DRUG	1b	1b:figshare-osce
lasix	DRUG	1b	1b:figshare-osce
mold	DRUG	1b	1b:figshare-osce
rid	DRUG	1b	1b:figshare-osce
tylenol	DRUG	1b	1b:figshare-osce
advil	DRUG	1b	1b:figshare-osce
tums	DRUG	1b	1b:figshare-osce
insulin	DRUG	1b	1b:figshare-osce
dads	DRUG	1b	1b:figshare-osce
measurin	DRUG	1b	1b:figshare-osce
flexin	DRUG	1b	1b:figshare-osce
ginger	DRUG	1b	1b:figshare-osce
antacid	DRUG	1b	1b:figshare-osce
chicken	DRUG	1b	1b:figshare-osce
oatmeal	DRUG	1b	1b:figshare-osce
rice	DRUG	1b	1b:figshare-osce
electrolytes	DRUG	1b	1b:figshare-osce
timeline	DRUG	1b	1b:figshare-osce
milestone	DRUG	1b	1b:figshare-osce
botox	DRUG	1b	1b:figshare-osce
natural vegetable	DRUG	1b	1b:figshare-osce
ragweed	DRUG	1b	1b:figshare-osce
fluoroquinolone	DRUG	1b	1b:figshare-osce
other vitamins	DRUG	1b	1b:figshare-osce
heroin	DRUG	1b	1b:figshare-osce
nsaids	DRUG	1b	1b:figshare-osce
topicale	DRUG	1b	1b:figshare-osce
amlodipine	DRUG	1b	1b:figshare-osce
multivitamins	DRUG	1b	1b:figshare-osce
estatin	DRUG	1b	1b:figshare-osce
fix	DRUG	1b	1b:figshare-osce
antiinflammatories	DRUG	1b	1b:figshare-osce
dorsiflex	DRUG	1b	1b:figshare-osce
crestor	DRUG	1b	1b:figshare-osce
agent	DRUG	1b	1b:figshare-osce
orange	DRUG	1b	1b:figshare-osce
cannabis oil	DRUG	1b	1b:figshare-osce
calcium	DRUG	1b	1b:figshare-osce
atorvastatin	DRUG	1b	1b:figshare-osce
overtime	DRUG	1b	1b:figshare-osce
regaine	DRUG	1b	1b:figshare-osce
cabbage	DRUG	1b	1b:figshare-osce
anti inflammatories	DRUG	1b	1b:figshare-osce
red hot	DRUG	1b	1b:figshare-osce
corticosteroids	DRUG	1b	1b:figshare-osce
relieve pain	DRUG	1b	1b:figshare-osce
synthroid	DRUG	1b	1b:figshare-osce
flu shot	DRUG	1b	1b:figshare-osce
60 second	DRUG	1b	1b:figshare-osce
telmisartan	DRUG	1b	1b:figshare-osce
align	DRUG	1b	1b:figshare-osce
my way	DRUG	1b	1b:figshare-osce
thyroid medication	DRUG	1b	1b:figshare-osce
ace inhibitor	DRUG	1b	1b:figshare-osce
antibody	DRUG	1b	1b:figshare-osce
various	DRUG	1b	1b:figshare-osce
l-adrenaline	DRUG	1b	1b:figshare-osce
topical analgesics	DRUG	1b	1b:figshare-osce
antiinflammatory	DRUG	1b	1b:figshare-osce
over the counter	DRUG	1b	1b:figshare-osce
speed	DRUG	1b	1b:figshare-osce
seasonale	DRUG	1b	1b:figshare-osce
extra strength tylenol	DRUG	1b	1b:figshare-osce
pediatric	DRUG	1b	1b:figshare-osce
rotateq	DRUG	1b	1b:figshare-osce
gardasil	DRUG	1b	1b:figshare-osce
fat	DRUG	1b	1b:figshare-osce
drinking alcohol	DRUG	1b	1b:figshare-osce
colchicine	DRUG	1b	1b:figshare-osce
shellfish	DRUG	1b	1b:figshare-osce
dilaudid	DRUG	1b	1b:figshare-osce
corticosteroid	DRUG	1b	1b:figshare-osce
voltaren	DRUG	1b	1b:figshare-osce
numb nuts	DRUG	1b	1b:figshare-osce
centorx	DRUG	1b	1b:figshare-osce
reactine	DRUG	1b	1b:figshare-osce
flovent	DRUG	1b	1b:figshare-osce
tinged	DRUG	1b	1b:figshare-osce
copd	DRUG	1b	1b:figshare-osce
steel factor	DRUG	1b	1b:figshare-osce
potatoes	DRUG	1b	1b:figshare-osce
snow	DRUG	1b	1b:figshare-osce
sglt 2 inhibitor	DRUG	1b	1b:figshare-osce
sglt2 inhibitor	DRUG	1b	1b:figshare-osce
tam	DRUG	1b	1b:figshare-osce
amsulosin	DRUG	1b	1b:figshare-osce
potato	DRUG	1b	1b:figshare-osce
alpha	DRUG	1b	1b:figshare-osce
breathe right	DRUG	1b	1b:figshare-osce
flu vaccine	DRUG	1b	1b:figshare-osce
be 50	DRUG	1b	1b:figshare-osce
bronchodilators	DRUG	1b	1b:figshare-osce
shingles vaccine	DRUG	1b	1b:figshare-osce
cold medications	DRUG	1b	1b:figshare-osce
birth control pills	DRUG	1b	1b:figshare-osce
birth control pill	DRUG	1b	1b:figshare-osce
influenza	DRUG	1b	1b:figshare-osce
thunder	DRUG	1b	1b:figshare-osce
pneumovax	DRUG	1b	1b:figshare-osce
inhalants	DRUG	1b	1b:figshare-osce
biotin	DRUG	1b	1b:figshare-osce
dmard	DRUG	1b	1b:figshare-osce
nasal	DRUG	1b	1b:figshare-osce
iron	DRUG	1b	1b:figshare-osce
cop	DRUG	1b	1b:figshare-osce
isolate	DRUG	1b	1b:figshare-osce
eczema cream	DRUG	1b	1b:figshare-osce
peanut	DRUG	1b	1b:figshare-osce
onion	DRUG	1b	1b:figshare-osce
mdma	DRUG	1b	1b:figshare-osce
hydromorphone	DRUG	1b	1b:figshare-osce
escitalopram	DRUG	1b	1b:figshare-osce
gatorade	DRUG	1b	1b:figshare-osce
gag	DRUG	1b	1b:figshare-osce
muscarinic	DRUG	1b	1b:figshare-osce
agonists	DRUG	1b	1b:figshare-osce
hydrocortisone cream	DRUG	1b	1b:figshare-osce
cough and runny nose	DRUG	1b	1b:figshare-osce
junk	DRUG	1b	1b:figshare-osce
azithromycin	DRUG	1b	1b:figshare-osce
septra	DRUG	1b	1b:figshare-osce
biologics	DRUG	1b	1b:figshare-osce
biologic	DRUG	1b	1b:figshare-osce
vaccine	DRUG	1b	1b:figshare-osce
pineapple	DRUG	1b	1b:figshare-osce
honey	DRUG	1b	1b:figshare-osce
cough syrups	DRUG	1b	1b:figshare-osce
spiriva	DRUG	1b	1b:figshare-osce
vitamin u	DRUG	1b	1b:figshare-osce
beta blocker	DRUG	1b	1b:figshare-osce
epinephrin	DRUG	1b	1b:figshare-osce
peas	DRUG	1b	1b:figshare-osce
hank	DRUG	1b	1b:figshare-osce
urologicals	DRUG	1b	1b:figshare-osce
dok	DRUG	1b	1b:figshare-osce
zantac	DRUG	1b	1b:figshare-osce
tobacco	DRUG	1b	1b:figshare-osce
antipyretics	DRUG	1b	1b:figshare-osce
claritin	DRUG	1b	1b:figshare-osce
zoster vaccine	DRUG	1b	1b:figshare-osce
baby aspirin	DRUG	1b	1b:figshare-osce
prescribed medications	DRUG	1b	1b:figshare-osce
shingrix	DRUG	1b	1b:figshare-osce
sulfasalazine	DRUG	1b	1b:figshare-osce
anti histamines	DRUG	1b	1b:figshare-osce
sinus	DRUG	1b	1b:figshare-osce
vitamins multivitamins	DRUG	1b	1b:figshare-osce
nicotine patches	DRUG	1b	1b:figshare-osce
champix	DRUG	1b	1b:figshare-osce
sulfa	DRUG	1b	1b:figshare-osce
citalopram	DRUG	1b	1b:figshare-osce
ssri	DRUG	1b	1b:figshare-osce
cold and sinus	DRUG	1b	1b:figshare-osce
magnesium	DRUG	1b	1b:figshare-osce
pain and fever	DRUG	1b	1b:figshare-osce
cromolyn	DRUG	1b	1b:figshare-osce
cortic	DRUG	1b	1b:figshare-osce
cefuroxime	DRUG	1b	1b:figshare-osce
gluten	DRUG	1b	1b:figshare-osce
spironolactone	DRUG	1b	1b:figshare-osce
hydrating	DRUG	1b	1b:figshare-osce
pantoprazole	DRUG	1b	1b:figshare-osce
ppi	DRUG	1b	1b:figshare-osce
cold medication	DRUG	1b	1b:figshare-osce
lipitor	DRUG	1b	1b:figshare-osce
survive	DRUG	1b	1b:figshare-osce
sulfa drugs	DRUG	1b	1b:figshare-osce
m clear	DRUG	1b	1b:figshare-osce
empagliflozin	DRUG	1b	1b:figshare-osce
botulinum toxin a	DRUG	1b	1b:figshare-osce
leukotriene receptor antagonists	DRUG	1b	1b:figshare-osce
fibre	DRUG	1b	1b:figshare-osce
prozac	DRUG	1b	1b:figshare-osce
hpv vaccine	DRUG	1b	1b:figshare-osce
cough suppressants	DRUG	1b	1b:figshare-osce
decongest	DRUG	1b	1b:figshare-osce
essentia	DRUG	1b	1b:figshare-osce
macrolide	DRUG	1b	1b:figshare-osce
airborne	DRUG	1b	1b:figshare-osce
decidin	DRUG	1b	1b:figshare-osce
awake staying	DRUG	1b	1b:figshare-osce
bisphosphonate	DRUG	1b	1b:figshare-osce
alendronate	DRUG	1b	1b:figshare-osce
canker cover	DRUG	1b	1b:figshare-osce
arthritis pain	DRUG	1b	1b:figshare-osce
pertussis	DRUG	1b	1b:figshare-osce
blood thinners	DRUG	1b	1b:figshare-osce
comfort	DRUG	1b	1b:figshare-osce
quetiapine	DRUG	1b	1b:figshare-osce
h vitamin	DRUG	1b	1b:figshare-osce
symbicort	DRUG	1b	1b:figshare-osce
phen green sk	DRUG	1b	1b:figshare-osce
potassium	DRUG	1b	1b:figshare-osce
sodium	DRUG	1b	1b:figshare-osce
thiazide diuretic	DRUG	1b	1b:figshare-osce
gold 50	DRUG	1b	1b:figshare-osce
rabeprazole	DRUG	1b	1b:figshare-osce
nasal decongestant	DRUG	1b	1b:figshare-osce
oil	DRUG	1b	1b:figshare-osce
decongestant	DRUG	1b	1b:figshare-osce
buffers	DRUG	1b	1b:figshare-osce
allergen	DRUG	1b	1b:figshare-osce
flomax	DRUG	1b	1b:figshare-osce
m clear jr	DRUG	1b	1b:figshare-osce
inhalations	DRUG	1b	1b:figshare-osce
eye drop	DRUG	1b	1b:figshare-osce
mineral oil	DRUG	1b	1b:figshare-osce
coronavirus vaccine	DRUG	1b	1b:figshare-osce
banana	DRUG	1b	1b:figshare-osce
chocolates	DRUG	1b	1b:figshare-osce
keppra	DRUG	1b	1b:figshare-osce
avodart	DRUG	1b	1b:figshare-osce
re 10	DRUG	1b	1b:figshare-osce
bronchodilat	DRUG	1b	1b:figshare-osce
shots	DRUG	1b	1b:figshare-osce
moisturizing cream	DRUG	1b	1b:figshare-osce
insects	DRUG	1b	1b:figshare-osce
grape	DRUG	1b	1b:figshare-osce
meg	DRUG	1c	1c:nazmulkazi
depakote	DRUG	1c	1c:nazmulkazi
abilify	DRUG	1c	1c:nazmulkazi
geodon	DRUG	1c	1c:nazmulkazi
thomicide	DRUG	1c	1c:nazmulkazi
hormone	DRUG	1c	1c:nazmulkazi
gentle	DRUG	1c	1c:nazmulkazi
promiseb	DRUG	1c	1c:nazmulkazi
vitamin b complex	DRUG	1c	1c:nazmulkazi
mood stabilizer	DRUG	1c	1c:nazmulkazi
norepinephrine	DRUG	1c	1c:nazmulkazi
wellbutrin	DRUG	1c	1c:nazmulkazi
seroquel	DRUG	1c	1c:nazmulkazi
klonopin	DRUG	1c	1c:nazmulkazi
stimulants	DRUG	1c	1c:nazmulkazi
stimulant	DRUG	1c	1c:nazmulkazi
adderall	DRUG	1c	1c:nazmulkazi
aveeno	DRUG	1c	1c:nazmulkazi
tax	DRUG	1c	1c:nazmulkazi
cephedrine	DRUG	1c	1c:nazmulkazi
concerta	DRUG	1c	1c:nazmulkazi
dimension	DRUG	1c	1c:nazmulkazi
art	DRUG	1c	1c:nazmulkazi
protectin	DRUG	1c	1c:nazmulkazi
preparation k	DRUG	1c	1c:nazmulkazi
comforting	DRUG	1c	1c:nazmulkazi
compete	DRUG	1c	1c:nazmulkazi
copper	DRUG	1c	1c:nazmulkazi
sits	DRUG	1c	1c:nazmulkazi
medical marijuana	DRUG	1c	1c:nazmulkazi
pharmaceuticals	DRUG	1c	1c:nazmulkazi
morphin	DRUG	1c	1c:nazmulkazi
motrin	DRUG	1c	1c:nazmulkazi
burn	DRUG	1c	1c:nazmulkazi
take control	DRUG	1c	1c:nazmulkazi
ambien	DRUG	1c	1c:nazmulkazi
nyquil	DRUG	1c	1c:nazmulkazi
pen	DRUG	1c	1c:nazmulkazi
trazodone	DRUG	1c	1c:nazmulkazi
vitamin e	DRUG	1c	1c:nazmulkazi
vitamin c	DRUG	1c	1c:nazmulkazi
advantage	DRUG	1c	1c:nazmulkazi
hypnotic	DRUG	1c	1c:nazmulkazi
benadryl	DRUG	1c	1c:nazmulkazi
remedies	DRUG	1c	1c:nazmulkazi
boston	DRUG	1c	1c:nazmulkazi
dates	DRUG	1c	1c:nazmulkazi
bufferin	DRUG	1c	1c:nazmulkazi
lunestar	DRUG	1c	1c:nazmulkazi
sativan	DRUG	1c	1c:nazmulkazi
zembrace	DRUG	1c	1c:nazmulkazi
renewal	DRUG	1c	1c:nazmulkazi
century	DRUG	1c	1c:nazmulkazi
julie	DRUG	1c	1c:nazmulkazi
iscover	DRUG	1c	1c:nazmulkazi
savings	DRUG	1c	1c:nazmulkazi
combinations	DRUG	1c	1c:nazmulkazi
purge	DRUG	1c	1c:nazmulkazi
erase	DRUG	1c	1c:nazmulkazi
mending	DRUG	1c	1c:nazmulkazi
committed	DRUG	1c	1c:nazmulkazi
commit	DRUG	1c	1c:nazmulkazi
stimate	DRUG	1c	1c:nazmulkazi
acid preparations	DRUG	1c	1c:nazmulkazi
s element	DRUG	1c	1c:nazmulkazi
formulation r	DRUG	1c	1c:nazmulkazi
pace	DRUG	1c	1c:nazmulkazi
cho	DRUG	1c	1c:nazmulkazi
reverset	DRUG	1c	1c:nazmulkazi
ocean	DRUG	1c	1c:nazmulkazi
postin	DRUG	1c	1c:nazmulkazi
rise	DRUG	1c	1c:nazmulkazi
solacen	DRUG	1c	1c:nazmulkazi
thyroid hormone	DRUG	1c	1c:nazmulkazi
cage	DRUG	1c	1c:nazmulkazi
zoloft	DRUG	1c	1c:nazmulkazi
rose	DRUG	1c	1c:nazmulkazi
four way	DRUG	1c	1c:nazmulkazi
react	DRUG	1c	1c:nazmulkazi
niconil	DRUG	1c	1c:nazmulkazi
peach	DRUG	1c	1c:nazmulkazi
calmera	DRUG	1c	1c:nazmulkazi
sea urchin	DRUG	1c	1c:nazmulkazi
flowers	DRUG	1c	1c:nazmulkazi
versed	DRUG	1c	1c:nazmulkazi
cat hair	DRUG	1c	1c:nazmulkazi
vicodin	DRUG	1c	1c:nazmulkazi
parsley	DRUG	1c	1c:nazmulkazi
revolt	DRUG	1c	1c:nazmulkazi
diasporal	DRUG	1c	1c:nazmulkazi
damiana	DRUG	1c	1c:nazmulkazi
alert	DRUG	1c	1c:nazmulkazi
do 2	DRUG	1c	1c:nazmulkazi
shark	DRUG	1c	1c:nazmulkazi
pipe	DRUG	1c	1c:nazmulkazi
butrans	DRUG	1c	1c:nazmulkazi
step 2	DRUG	1c	1c:nazmulkazi
tribe	DRUG	1c	1c:nazmulkazi
elevat	DRUG	1c	1c:nazmulkazi
timentin	DRUG	1c	1c:nazmulkazi
urban	DRUG	1c	1c:nazmulkazi
mend	DRUG	1c	1c:nazmulkazi
pent	DRUG	1c	1c:nazmulkazi
take action	DRUG	1c	1c:nazmulkazi
cathartic	DRUG	1c	1c:nazmulkazi
anan	DRUG	1c	1c:nazmulkazi
statin	DRUG	1c	1c:nazmulkazi
show shampoo	DRUG	1c	1c:nazmulkazi
fleet	DRUG	1c	1c:nazmulkazi
berry	DRUG	1c	1c:nazmulkazi
suspen	DRUG	1c	1c:nazmulkazi
methadone	DRUG	1c	1c:nazmulkazi
turkey	DRUG	1c	1c:nazmulkazi
pseudo	DRUG	1c	1c:nazmulkazi
enison	DRUG	1c	1c:nazmulkazi
grease	DRUG	1c	1c:nazmulkazi
momentum	DRUG	1c	1c:nazmulkazi
precise	DRUG	1c	1c:nazmulkazi
probe	DRUG	1c	1c:nazmulkazi
depressan	DRUG	1c	1c:nazmulkazi
solis	DRUG	1c	1c:nazmulkazi
squash	DRUG	1c	1c:nazmulkazi
tandem	DRUG	1c	1c:nazmulkazi
legend	DRUG	1c	1c:nazmulkazi
perform	DRUG	1c	1c:nazmulkazi
buffer	DRUG	1c	1c:nazmulkazi
avoca	DRUG	1c	1c:nazmulkazi
nba	DRUG	1c	1c:nazmulkazi
revatio	DRUG	1c	1c:nazmulkazi
clarityn	DRUG	1c	1c:nazmulkazi
antagonist	DRUG	1c	1c:nazmulkazi
celebrex	DRUG	1c	1c:nazmulkazi
celexa	DRUG	1c	1c:nazmulkazi
ascend	DRUG	1c	1c:nazmulkazi
favor	DRUG	1c	1c:nazmulkazi
pearl	DRUG	1c	1c:nazmulkazi
prospec	DRUG	1c	1c:nazmulkazi
econtra	DRUG	1c	1c:nazmulkazi
fortune	DRUG	1c	1c:nazmulkazi
legacy	DRUG	1c	1c:nazmulkazi
clams	DRUG	1c	1c:nazmulkazi
universel	DRUG	1c	1c:nazmulkazi
pomegranate seed	DRUG	1c	1c:nazmulkazi
fig tree	DRUG	1c	1c:nazmulkazi
ladybug	DRUG	1c	1c:nazmulkazi
mint	DRUG	1c	1c:nazmulkazi
shh	DRUG	1c	1c:nazmulkazi
allurin	DRUG	1c	1c:nazmulkazi
edurant	DRUG	1c	1c:nazmulkazi
ambush	DRUG	1c	1c:nazmulkazi
cell therapy	DRUG	1c	1c:nazmulkazi
antidote	DRUG	1c	1c:nazmulkazi
reconcile	DRUG	1c	1c:nazmulkazi
ten	DRUG	1d	1d:simulated
gelusil tablet	DRUG	1e_eka	1e:eka
eno	DRUG	1e_eka	1e:eka
allegra	DRUG	1e_eka	1e:eka
pataday	DRUG	1e_eka	1e:eka
calpol	DRUG	1e_eka	1e:eka
glimepiride	DRUG	1e_eka	1e:eka
solo tablet	DRUG	1e_eka	1e:eka
eye drops	DRUG	1e_eka	1e:eka
vitamin b12	DRUG	1e_eka	1e:eka
duration	DRUG	1e_eka	1e:eka
thyroxine sodium	DRUG	1e_eka	1e:eka
ultracet	DRUG	1e_eka	1e:eka
aap	DRUG	1e_eka	1e:eka
pheno	DRUG	1e_eka	1e:eka
neurobion	DRUG	1e_eka	1e:eka
mometasone	DRUG	1e_eka	1e:eka
urimax	DRUG	1e_eka	1e:eka
ketamine	DRUG	1e_eka	1e:eka
ena	DRUG	1e_eka	1e:eka
ropivacaine	DRUG	1e_eka	1e:eka
oilatum	DRUG	1e_eka	1e:eka
isoflavones	DRUG	1e_eka	1e:eka
soy	DRUG	1e_eka	1e:eka
telmisartan 40 mg	DRUG	1e_eka	1e:eka
oxiconazole	DRUG	1e_eka	1e:eka
emicizumab	DRUG	1e_eka	1e:eka
zentel	DRUG	1e_eka	1e:eka
somatropin	DRUG	1e_eka	1e:eka
glucobay	DRUG	1e_eka	1e:eka
jardiance 10mg tablet	DRUG	1e_eka	1e:eka
rifabutin	DRUG	1e_eka	1e:eka
dilzem sr	DRUG	1e_eka	1e:eka
acrivastine	DRUG	1e_eka	1e:eka
ambroxol	DRUG	1e_eka	1e:eka
ferrous ascorbate	DRUG	1e_eka	1e:eka
charcoal	DRUG	1e_eka	1e:eka
atomoxetine	DRUG	1e_eka	1e:eka
ramosetron	DRUG	1e_eka	1e:eka
tetanus toxoid	DRUG	1e_eka	1e:eka
astemizole	DRUG	1e_eka	1e:eka
nitroglycerinum	DRUG	1e_eka	1e:eka
capreomycin	DRUG	1e_eka	1e:eka
lycopene	DRUG	1e_eka	1e:eka
hydroxyzine	DRUG	1e_eka	1e:eka
amaryl	DRUG	1e_eka	1e:eka
etodolac	DRUG	1e_eka	1e:eka
bp cleansing lotion	DRUG	1e_eka	1e:eka
levodropropizine	DRUG	1e_eka	1e:eka
dexlansoprazole	DRUG	1e_eka	1e:eka
glucosamine	DRUG	1e_eka	1e:eka
carbimazole	DRUG	1e_eka	1e:eka
carbetocin	DRUG	1e_eka	1e:eka
promethazine	DRUG	1e_eka	1e:eka
stugeron	DRUG	1e_eka	1e:eka
karvol	DRUG	1e_eka	1e:eka
calcitonin	DRUG	1e_eka	1e:eka
clobetasol	DRUG	1e_eka	1e:eka
embramine	DRUG	1e_eka	1e:eka
psoralen	DRUG	1e_eka	1e:eka
maxiflor	DRUG	1e_eka	1e:eka
rybelsus 3mg tablet	DRUG	1e_eka	1e:eka
fluticasone	DRUG	1e_eka	1e:eka
ozenoxacin	DRUG	1e_eka	1e:eka
enclomiphene	DRUG	1e_eka	1e:eka
cold water	DRUG	1e_eka	1e:eka
cycloserine	DRUG	1e_eka	1e:eka
norfloxacin	DRUG	1e_eka	1e:eka
sotret	DRUG	1e_eka	1e:eka
repaglinide	DRUG	1e_eka	1e:eka
etizolam	DRUG	1e_eka	1e:eka
mats	DRUG	1e_eka	1e:eka
rebamipide	DRUG	1e_eka	1e:eka
apremilast	DRUG	1e_eka	1e:eka
divalproex	DRUG	1e_eka	1e:eka
follitropin alpha	DRUG	1e_eka	1e:eka
iodine therapy	DRUG	1e_eka	1e:eka
betaloc	DRUG	1e_eka	1e:eka
polycarbophil	DRUG	1e_eka	1e:eka
dorzolamide	DRUG	1e_eka	1e:eka
oxyphenbutazone	DRUG	1e_eka	1e:eka
bendazole	DRUG	1e_eka	1e:eka
myoinositol	DRUG	1e_eka	1e:eka
neostigmine	DRUG	1e_eka	1e:eka
avertin	DRUG	1e_eka	1e:eka
chloroprocaine	DRUG	1e_eka	1e:eka
chlorthalidone	DRUG	1e_eka	1e:eka
rucaparib	DRUG	1e_eka	1e:eka
sisomicin	DRUG	1e_eka	1e:eka
sinarest	DRUG	1e_eka	1e:eka
primaquine	DRUG	1e_eka	1e:eka
aflapin	DRUG	1e_eka	1e:eka
permethrin	DRUG	1e_eka	1e:eka
euthyrox	DRUG	1e_eka	1e:eka
gelatin	DRUG	1e_eka	1e:eka
topiroxostat	DRUG	1e_eka	1e:eka
methdilazine	DRUG	1e_eka	1e:eka
formoterol	DRUG	1e_eka	1e:eka
golimumab	DRUG	1e_eka	1e:eka
