file_id,slot_idx,word_m1,word_m2,m1_top1_mean,m2_top1_mean,m1_top1_min,m2_top1_min,m1_margin_min,m2_margin_min,m1_logprob_mean,m2_logprob_mean,m1_logprob_min,m2_logprob_min,m1_shannon_max,m2_shannon_max,m1_shannon_mean,m2_shannon_mean,m1_tsallis_max,m2_tsallis_max,m1_shannon_norm_max,m2_shannon_norm_max,m1_n_subwords,m2_n_subwords,m1_top1_z,m2_top1_z,m1_shannon_z,m2_shannon_z,m1_logprob_z,m2_logprob_z,char_edit_dist,char_edit_ratio,phonetic_edit_dist,phonetic_match,char_len_m1,char_len_m2,burst_size,left_agree_1,right_agree_1,left_agree_2,right_agree_2,left_agree_3,right_agree_3,file_disagreement_rate,file_m1_mean_logprob,file_m2_mean_logprob,file_m1_mean_shannon,file_m2_mean_shannon,m1_correct,m2_correct,label
day1_consultation01,609,unwell,well,0.995518,0.954671,0.986826,0.954671,0.979747,0.923126,-0.004509,-0.045895,-0.01326,-0.045895,0.0861,0.2835,0.029533,0.2835,4.2441,223.8045,0.01242,0.026114,3,1,0.3761,0.2477,-0.3558,-0.0729,0.3588,0.2675,2,0.3333,2,0,6,4,1,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,654,overall,youroverall,0.911287,0.632461,0.733918,0.239228,0.472557,0.023027,-0.103137,-0.58568,-0.309357,-1.43034,0.606,3.5125,0.202233,1.821225,3.1563,774.1499,0.087415,0.323542,3,4,-0.6619,-2.1707,0.5438,3.0952,-0.5658,-2.4203,4,0.3636,2,0,7,11,1,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,736,other,iother,0.963178,0.686964,0.963178,0.462468,0.928445,0.070206,-0.037514,-0.431734,-0.037514,-0.77113,0.1685,1.5609,0.1685,1.14535,3.1009,397.3622,0.024306,0.143777,1,2,-0.0225,-1.7616,0.3681,1.7027,0.0494,-1.6538,1,0.1667,1,0,5,6,1,0,1,0,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,808,uh,yes,0.937458,0.770463,0.888179,0.615369,0.778938,0.236235,-0.06545,-0.281084,-0.118584,-0.485432,0.3667,0.7102,0.227733,0.57465,2.5342,241.6852,0.052896,0.065418,3,2,-0.3394,-1.1349,0.6766,0.5269,-0.2125,-0.9036,3,1.0,2,0,2,3,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,1,m2_only
day1_consultation01,815,um,work,0.98059,0.606715,0.962802,0.606047,0.929982,0.218682,-0.019768,-0.499557,-0.03791,-0.500706,0.1757,1.6699,0.09475,1.1889,2.3171,450.6022,0.025345,0.153817,2,2,0.1921,-2.364,-0.0161,1.7924,0.2158,-1.9915,4,1.0,3,0,2,4,1,0,1,1,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation01,832,you,youve,0.999682,0.773942,0.999682,0.596229,0.999582,0.24957,-0.00032,-0.28294,-0.00032,-0.516815,0.0034,1.0807,0.0034,0.70645,0.8908,244.6671,0.00049,0.099545,1,2,0.4274,-1.1088,-0.4919,0.7985,0.3981,-0.9128,2,0.4,1,0,3,5,1,0,1,1,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,859,say,said,0.890528,0.572176,0.890528,0.572176,0.789945,0.212807,-0.11594,-0.558056,-0.11594,-0.558056,0.3944,0.9874,0.3944,0.9874,5.1593,175.7121,0.056892,0.090951,1,1,-0.9177,-2.6232,1.5448,1.3773,-0.6858,-2.2828,2,0.5,1,0,3,4,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,1,m2_only
day1_consultation01,906,the,a,0.933319,0.966617,0.933319,0.966617,0.866831,0.935354,-0.069008,-0.033779,-0.069008,-0.033779,0.2468,0.1633,0.2468,0.1633,2.0671,104.2624,0.035601,0.015042,1,1,-0.3904,0.3374,0.776,-0.3206,-0.2458,0.3279,3,1.0,1,0,3,1,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,938,so,stories,0.827359,0.739356,0.827359,0.596104,0.674671,0.203699,-0.189514,-0.320753,-0.189514,-0.51704,0.556,0.8023,0.556,0.6905,7.2329,270.7229,0.080203,0.073901,1,2,-1.6961,-1.3684,2.3866,0.7656,-1.3755,-1.1011,5,0.7143,3,0,2,7,1,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation01,964,lefthand,hand,0.972432,0.553332,0.862176,0.553332,0.724841,0.113597,-0.029662,-0.591526,-0.148293,-0.591526,0.4047,0.7513,0.08098,0.7513,1.882,171.7377,0.058378,0.069203,5,1,0.0916,-2.7646,-0.0878,0.8909,0.123,-2.4494,4,0.5,3,0,8,4,1,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,1,m2_only
day1_consultation01,1021,mainly,yeahmainly,0.941719,0.840707,0.825273,0.531872,0.65729,0.297986,-0.064051,-0.203394,-0.192039,-0.631351,0.4936,2.4111,0.164967,0.789675,2.903,658.7544,0.071201,0.22209,3,4,-0.2869,-0.6077,0.3497,0.9699,-0.1994,-0.5167,4,0.4,1,0,6,10,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1026,there,it,0.711797,0.48637,0.711797,0.48637,0.438653,0.164791,-0.339958,-0.720226,-0.339958,-0.720226,0.6641,1.2488,0.6641,1.2488,3.1764,230.3063,0.095796,0.115029,1,1,-3.1202,-3.2672,2.9497,1.9158,-2.7859,-3.0903,5,1.0,2,0,5,2,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1034,your,it,0.681479,0.393162,0.681479,0.393162,0.57346,0.131446,-0.383488,-0.933186,-0.383488,-0.933186,1.108,1.7974,1.108,1.7974,8.3443,326.2947,0.159828,0.165561,1,1,-3.4938,-3.9668,5.262,3.0461,-3.194,-4.1507,4,1.0,2,0,4,2,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation01,1073,dirolite,diorolite,0.747533,0.622878,0.520973,0.403692,0.042595,0.175391,-0.306344,-0.538591,-0.652054,-0.907063,1.0326,2.9015,0.7286,1.832875,8.9929,665.7475,0.148952,0.267262,5,4,-2.6798,-2.2426,3.2857,3.1192,-2.4708,-2.1859,1,0.1111,0,1,8,9,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation01,1087,minerals,replenishminerals,0.999833,0.798833,0.999702,0.303232,0.999422,0.077085,-0.000165,-0.307157,-0.000298,-1.193264,0.0028,3.2052,0.001633,0.85484,0.6844,766.8905,0.000404,0.295236,3,5,0.4292,-0.922,-0.5011,1.1042,0.3996,-1.0334,9,0.5294,5,0,8,17,1,0,1,0,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1101,certainly,say,0.970582,0.50021,0.882526,0.50021,0.782861,0.289376,-0.031292,-0.692722,-0.124969,-0.692722,0.4536,2.4086,0.113875,2.4086,7.0196,571.2678,0.065431,0.22186,4,1,0.0688,-3.1633,0.0835,4.3053,0.1078,-2.9534,7,0.7778,4,0,9,3,1,1,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,1,m2_only
day1_consultation01,1168,the,it,0.52365,0.09645,0.52365,0.09645,0.185533,0.008275,-0.646931,-2.338718,-0.646931,-2.338718,1.1757,4.7796,1.1757,4.7796,13.243,821.9501,0.169594,0.440256,1,1,-5.4386,-6.1938,5.6147,9.1902,-5.6637,-11.1496,3,1.0,2,0,3,2,2,1,0,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1169,infection,actually,0.815982,0.346748,0.556607,0.346748,0.342092,0.186575,-0.228807,-1.059158,-0.585896,-1.059158,1.6275,4.5779,0.61945,4.5779,18.3736,972.1439,0.234766,0.421678,4,1,-1.8363,-4.3152,2.7171,8.7747,-1.7439,-4.778,9,1.0,5,0,9,8,2,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1183,symptoms,restsymptoms,0.999864,0.585399,0.999328,0.161673,0.999015,0.075874,-0.000136,-0.872744,-0.000671,-1.822182,0.0063,6.018,0.00128,2.80965,0.9891,1165.2899,0.000909,0.554327,5,4,0.4296,-2.5239,-0.503,5.1316,0.3998,-3.8498,4,0.3333,3,0,8,12,1,0,1,0,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,1,0,m1_only
day1_consultation01,1245,etc,cetera,0.80633,0.997378,0.530243,0.994807,0.074019,0.992595,-0.249181,-0.002558,-0.634418,-0.00507,0.7582,0.0433,0.3642,0.02205,4.8921,97.3635,0.10937,0.003988,4,2,-1.9553,0.5682,1.3875,-0.6116,-1.9349,0.4833,4,0.6667,2,0,3,6,1,0,1,0,1,0,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation01,1275,yeah,clearyeah,0.774541,0.903954,0.575499,0.763964,0.15536,0.643947,-0.289646,-0.10706,-0.552521,-0.269093,0.7065,1.1251,0.42025,0.471825,1.5397,398.4825,0.101912,0.103635,2,4,-2.347,-0.133,1.6795,0.3151,-2.3142,-0.037,5,0.5556,3,0,4,9,1,0,1,1,1,1,1,0.0316,-0.0428,-0.0996,0.0978,0.3189,0,0,neither
day1_consultation02,85,whereabouts,helpwhereabouts,0.992361,0.867745,0.968906,0.481845,0.939552,0.127698,-0.007741,-0.18517,-0.031586,-0.729904,0.1488,1.5588,0.04096,0.41295,3.7089,427.253,0.021464,0.143584,5,4,0.3712,-0.2923,-0.3424,-0.0631,0.3595,-0.3002,4,0.2667,4,0,11,15,2,0,0,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,86,in,on,0.582656,0.728054,0.582656,0.728054,0.174803,0.645113,-0.540157,-0.317001,-0.540157,-0.317001,0.7416,1.2822,0.7416,1.2822,4.6047,256.9953,0.106975,0.118105,1,1,-4.6857,-1.2403,3.3233,0.9009,-4.6786,-0.8732,1,0.5,1,0,2,2,2,0,1,0,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,177,this,thisthis,0.998779,0.771244,0.998779,0.674603,0.997598,0.58474,-0.001221,-0.266495,-0.001221,-0.393604,0.0097,1.9742,0.0097,1.3732,0.8036,542.9556,0.001399,0.181847,1,3,0.4504,-0.9472,-0.5059,1.0019,0.4212,-0.6537,4,0.5,2,0,4,8,1,0,1,0,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,183,sam,understand,0.401391,0.744394,0.172406,0.685184,0.013403,0.469612,-1.027788,-0.297983,-1.7579,-0.377708,2.5336,1.0672,1.517467,0.84845,20.1494,263.7295,0.36547,0.098301,3,2,-6.9231,-1.1294,7.3825,0.4199,-9.2929,-0.7905,8,0.8,7,0,3,10,1,0,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,0,neither
day1_consultation02,254,help,helpi,0.891932,0.835044,0.783946,0.508708,0.569542,0.322963,-0.12175,-0.226415,-0.243416,-0.675827,0.533,2.0876,0.267,0.708433,2.3622,436.603,0.076885,0.192292,2,3,-0.8684,-0.5142,0.8402,0.2646,-0.7193,-0.4794,1,0.2,0,1,4,5,1,1,0,1,0,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,306,itching,eating,0.969849,0.940195,0.924683,0.940195,0.889973,0.931123,-0.031169,-0.061344,-0.0783,-0.061344,0.3543,0.5523,0.149,0.5523,5.5365,380.9795,0.051107,0.050873,3,1,0.0933,0.1993,0.2229,0.0915,0.1378,0.2381,4,0.5714,2,0,7,6,1,1,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,325,steroid,thats,0.795463,0.734359,0.352177,0.470104,0.021426,0.202172,-0.29436,-0.37804,-1.043621,-0.75478,1.149,2.0798,0.4905,1.04735,7.941,552.9128,0.165742,0.191574,5,2,-2.0591,-1.1975,2.0096,0.6405,-2.3527,-1.1385,6,0.8571,3,0,7,5,1,1,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,340,different,differentits,0.949852,0.791591,0.899737,0.226869,0.80808,0.131095,-0.052841,-0.386095,-0.105652,-1.483334,0.3628,3.569,0.1816,1.005425,4.4914,586.938,0.052334,0.328746,2,4,-0.1535,-0.8091,0.3934,0.594,-0.0672,-1.1735,3,0.25,2,0,9,12,1,1,0,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,389,dont,cant,0.872763,0.957653,0.61829,0.915881,0.238031,0.854608,-0.160266,-0.043982,-0.480797,-0.087448,0.6783,0.4238,0.2261,0.2155,3.9716,200.4337,0.097844,0.039037,3,2,-1.105,0.3178,0.6263,-0.282,-1.0838,0.3136,2,0.5,1,0,4,4,1,1,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,0,neither
day1_consultation02,431,which,itchingwhich,0.999856,0.854266,0.999856,0.759907,0.999745,0.670199,-0.000145,-0.164202,-0.000145,-0.274303,0.0016,1.1985,0.0016,0.785033,0.837,395.8957,0.000231,0.110396,1,3,0.4637,-0.3838,-0.5483,0.3496,0.4314,-0.209,7,0.5833,5,0,5,12,1,0,1,0,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,454,um,yeah,0.805402,0.582644,0.518705,0.582644,0.037922,0.451353,-0.254819,-0.540134,-0.656418,-0.540134,0.6976,1.9126,0.345067,1.9126,2.2057,460.9113,0.100628,0.176173,3,1,-1.9364,-2.227,1.2487,1.6,-1.9785,-1.8431,4,1.0,2,0,2,4,1,1,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,1,m2_only
day1_consultation02,492,dont,im,0.886445,0.60526,0.659632,0.522639,0.385935,0.337244,-0.13879,-0.51133,-0.416073,-0.648819,0.9123,2.0713,0.305033,1.6645,7.1349,442.6964,0.131599,0.190791,3,2,-0.9361,-2.0735,1.0392,1.3249,-0.8806,-1.7179,4,1.0,3,0,4,2,3,0,0,1,0,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,0,neither
day1_consultation02,493,have,not,0.80373,0.599992,0.80373,0.599992,0.684848,0.361464,-0.218491,-0.510765,-0.218491,-0.510765,0.6388,1.7867,0.6388,1.7867,4.8688,478.5532,0.092146,0.164576,1,1,-1.9571,-2.1093,2.7854,1.4604,-1.6347,-1.7155,4,1.0,2,0,4,3,3,0,0,0,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,1,both
day1_consultation02,494,noticed,sure,0.736564,0.370902,0.599065,0.370902,0.276062,0.02986,-0.333001,-0.991745,-0.512386,-0.991745,1.2323,2.2721,0.704733,2.2721,11.9613,500.0927,0.177758,0.209287,3,1,-2.7861,-3.6638,3.1304,1.9987,-2.7183,-3.8062,6,0.8571,3,0,7,4,3,0,1,0,1,0,0,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,0,neither
day1_consultation02,518,days,threeare,0.999094,0.752779,0.99891,0.64896,0.997952,0.586635,-0.000908,-0.293356,-0.001091,-0.432358,0.0092,2.4233,0.0076,1.5958,1.3611,596.1449,0.001327,0.223214,2,2,0.4543,-1.0725,-0.5169,1.2487,0.4242,-0.7704,7,0.875,3,0,4,8,2,0,0,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,0,neither
day1_consultation02,519,ago,you,0.867674,0.982116,0.606817,0.982116,0.361425,0.979293,-0.167775,-0.01759,-0.499527,-0.01759,1.0348,0.1832,0.3553,0.1832,5.19,217.5579,0.149269,0.016875,3,1,-1.1678,0.4838,1.3022,-0.3178,-1.1548,0.4283,3,1.0,2,0,3,3,2,0,1,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,1,m2_only
day1_consultation02,567,very,really,0.79469,0.899083,0.79469,0.899083,0.590216,0.798912,-0.229805,-0.106289,-0.229805,-0.106289,0.5155,0.335,0.5155,0.335,3.638,83.2088,0.07436,0.030857,1,1,-2.0686,-0.0797,2.1404,-0.1495,-1.7418,0.0427,4,0.6667,2,0,4,6,1,1,1,1,1,1,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,1,m2_only
day1_consultation02,604,really,im,0.999814,0.775084,0.999814,0.61307,0.99974,0.332869,-0.000183,-0.276812,-0.000183,-0.489002,0.0021,1.189,0.0021,0.7718,1.123,194.9734,0.000303,0.109521,1,2,0.4632,-0.9211,-0.5457,0.3349,0.431,-0.6985,6,1.0,2,0,6,2,2,0,0,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,605,comfortable,icomfortable,0.999994,0.679426,0.999985,0.415079,0.999977,0.227254,-6e-06,-0.449637,-1.5e-05,-0.879292,0.0002,3.7292,7.5e-05,1.697233,0.4909,785.4621,2.9e-05,0.343502,4,3,0.4654,-1.5702,-0.5563,1.3612,0.4327,-1.4497,1,0.0833,1,0,11,12,2,0,1,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
day1_consultation02,619,ill,your,0.812168,0.747348,0.574654,0.747348,0.179445,0.548668,-0.233714,-0.290844,-0.553986,-0.290844,0.8572,0.9131,0.4596,0.9131,9.2426,221.5463,0.12365,0.084107,3,1,-1.8529,-1.1093,1.8479,0.4916,-1.7788,-0.7595,4,1.0,2,0,3,4,2,0,0,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,0,1,m2_only
day1_consultation02,620,help,head,0.841219,0.284934,0.841219,0.284934,0.743925,0.034782,-0.172901,-1.255486,-0.172901,-1.255486,0.6323,2.2427,0.6323,2.2427,5.8399,524.3419,0.091209,0.206579,1,1,-1.4943,-4.2472,2.7514,1.9661,-1.2033,-4.9526,2,0.5,2,0,4,4,2,0,1,0,1,0,1,0.0439,-0.0457,-0.1161,0.1064,0.4698,1,0,m1_only
